year,region,species,count
1941,all,tric,
1946,all,tric,
1975,all,tric,3500
1890,all,unid,
1931,all,unid,
1932,all,unid,
1933,all,unid,
1934,all,unid,
1935,all,unid,
1936,all,unid,
1937,all,unid,
1938,all,unid,
1939,all,unid,
1940,all,unid,
1941,all,unid,
1946,all,unid,
1975,all,unid,
1890,all,whib,100000
1931,all,whib,
1932,all,whib,
1933,all,whib,
1934,all,whib,100000
1935,all,whib,
1936,all,whib,
1937,all,whib,
1938,all,whib,
1939,all,whib,
1940,all,whib,48000
1941,all,whib,
1946,all,whib,
1975,all,whib,12956
1971,enp,whib,475
1972,enp,whib,6000
1973,enp,whib,1100
1974,enp,whib,400
1975,enp,whib,923
1976,enp,whib,1000
1977,enp,whib,1150
1978,enp,whib,150
1979,enp,whib,100
1980,enp,whib,
1981,enp,whib,215
1982,enp,whib,188
1971,wcas,whib,125
1972,wcas,whib,17800
1973,wcas,whib,15500
1974,wcas,whib,8500
1975,wcas,whib,11001
1976,wcas,whib,14500
1977,wcas,whib,8000
1978,wcas,whib,300
1979,wcas,whib,
1980,wcas,whib,
1981,wcas,whib,2000
1982,wcas,whib,6250
1890,all,wost,8000
1931,all,wost,
1932,all,wost,
1933,all,wost,
1934,all,wost,4000
1935,all,wost,
1936,all,wost,
1937,all,wost,672
1938,all,wost,
1939,all,wost,
1940,all,wost,4000
1941,all,wost,
1946,all,wost,
1975,all,wost,1330
1971,enp,wost,458
1972,enp,wost,333
1973,enp,wost,888
1974,enp,wost,950
1975,enp,wost,1335
1976,enp,wost,1310
1977,enp,wost,715
1978,enp,wost,19
1979,enp,wost,1350
1980,enp,wost,81
1981,enp,wost,381
1982,enp,wost,670
