"year","colony","nest_number","species","n_days_incubation","incubation_success","n_days_nestling","nestling_success","clutch","brood","fledged","clutch_type","young_lost","real_success","real_failure","start_date","end_date","notes"
2015,tamiami_west,10C,trhe,,,,,3,3,,,,,,,,""
2015,tamiami_west,187,whib,,,,,2,1,,,,,,,,""
2015,tamiami_west,188,whib,,,,,3,2,,,,,,,,""
2015,tamiami_west,189,whib,,,,,2,2,,,,,,,,""
2015,tamiami_west,190,whib,,,,,3,0,,,,,,,,""
2015,tamiami_west,191,whib,,,,,3,1,,,,,,,,""
2015,tamiami_west,132,wost,,,,,3,0,,,,,,,,""
2015,tamiami_west,172,wost,,,,,3,3,,,,,,,,""
2015,tamiami_west,184,wost,,,,,2,0,,,,,,,,""
2015,tamiami_west,317,wost,,,,,3,3,,,,,,,,""
2015,tamiami_west,319,wost,,,,,3,0,,,,,,,,""
2016,6th_bridge,65,gbhe,,,48,1,,,,,,,,,,""
2016,6th_bridge,66,greg,26,,21,1,1,,,,,,,,,""
2016,6th_bridge,256,greg,25,,21,1,1,,,,,,,,,""
2016,6th_bridge,67,greg,25,,21,1,1,,,,,,,,,""
2016,6th_bridge,68,greg,13,,21,1,1,,,,,,,,,""
2016,6th_bridge,69,greg,20,,21,1,1,,,,,,,,,""
2016,6th_bridge,70,greg,14,,21,1,1,,,,,,,,,""
2016,6th_bridge,387,greg,225,,19.5,1,1,,,,,,,,,""
2016,6th_bridge,71,greg,3,,,,0,,,,,,,,,""
2016,6th_bridge,388,greg,4,,18.5,0,1,,,,,,,,,""
2016,6th_bridge,72,greg,5,,21,1,1,,,,,,,,,""
2016,6th_bridge,73,greg,5,,21,1,1,,,,,,,,,""
2016,6th_bridge,74,greg,10,,,,0,,,,,,,,,""
2016,6th_bridge,75,greg,10,,,,0,,,,,,,,,""
2016,6th_bridge,76,greg,175,,21,1,1,,,,,,,,,""
2016,6th_bridge,77,greg,10,,,,0,,,,,,,,,""
2016,6th_bridge,78,greg,3,,,,0,,,,,,,,,""
2016,6th_bridge,78R,greg,22,,21,1,1,,,,,,,,,""
2016,6th_bridge,389,greg,115,,21,1,1,,,,,,,,,""
2016,6th_bridge,79,greg,10,,21,1,1,,,,,,,,,""
2016,6th_bridge,80,greg,10,,21,1,1,,,,,,,,,""
2016,6th_bridge,81,greg,215,,21,1,1,,,,,,,,,""
2016,6th_bridge,337,greg,155,,21,1,1,,,,,,,,,""
2016,6th_bridge,284,greg,75,,,,0,,,,,,,,,""
2016,6th_bridge,486,greg,155,,21,1,1,,,,,,,,,""
2016,6th_bridge,390,greg,155,,,,0,,,,,,,,,""
2016,6th_bridge,285,greg,75,,,,0,,,,,,,,,""
2016,6th_bridge,286,greg,75,,,,0,,,,,,,,,""
2016,6th_bridge,391,grhe,,,,,,,,,,,,,,""
2016,6th_bridge,436,rosp,24,,21,1,1,,,,,,,,,""
2016,6th_bridge,379,rosp,15,,,,0,,,,,,,,,""
2016,6th_bridge,381,rosp,3,,21,1,1,,,,,,,,,""
2016,6th_bridge,344,smhe,9,,,,0,,,,,,,,,""
2016,6th_bridge,380,smhe,2,,,,0,,,,,,,,,""
2016,6th_bridge,287,smwh,22,,14,1,1,,,,,,,,,""
2016,6th_bridge,344R,trhe,14,,12,1,1,,,,,,,,,""
2016,6th_bridge,82,unkn,,,,,,,,,,,,,,""
2016,6th_bridge,286b,whib,145,,12.5,1,1,,,,,,,,,""
2016,6th_bridge,345,whib,18,,,,0,,,,,,,,,""
2016,6th_bridge,346,whib,145,,14,1,1,,,,,,,,,""
2016,6th_bridge,347,whib,35,,,,0,,,,,,,,,""
2016,6th_bridge,348,whib,,,,,,,,,,,,,,""
2016,6th_bridge,369,whib,55,,14,1,1,,,,,,,,,""
2016,6th_bridge,370,whib,,,14,1,,,,,,,,,,""
2016,6th_bridge,371,whib,3,,,,0,,,,,,,,,""
2016,6th_bridge,372,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,373,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,374,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,375,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,112,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,376,whib,2,,,,0,,,,,,,,,""
2016,6th_bridge,377,whib,2,,,,0,,,,,,,,,""
2016,6th_bridge,378,whib,75,,,,0,,,,,,,,,""
2016,6th_bridge,113,whib,3,,,,0,,,,,,,,,""
2016,6th_bridge,382,whib,15,,,,0,,,,,,,,,""
2016,6th_bridge,383,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,384,whib,2,,,,0,,,,,,,,,""
2016,6th_bridge,385,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,438,whib,15,,,,0,,,,,,,,,""
2016,6th_bridge,439,whib,75,,14,1,1,,,,,,,,,""
2016,6th_bridge,440,whib,6,,14,1,1,,,,,,,,,""
2016,6th_bridge,114,whib,35,,14,1,1,,,,,,,,,""
2016,6th_bridge,115,whib,35,,14,1,1,,,,,,,,,""
2016,6th_bridge,116,whib,35,,,,0,,,,,,,,,""
2016,alley_north,1,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,2,greg,245,,21,1,1,,,,,,,,,""
2016,alley_north,3,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,4,greg,4,,,,0,,,,,,,,,""
2016,alley_north,5,greg,245,,21,1,1,,,,,,,,,""
2016,alley_north,6,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,128,greg,12,,,,0,,,,,,,,,""
2016,alley_north,129,greg,155,,,,0,,,,,,,,,""
2016,alley_north,130,greg,85,,,,0,,,,,,,,,""
2016,alley_north,131,greg,85,,,,0,,,,,,,,,""
2016,alley_north,191,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,192,greg,19,,21,1,1,,,,,,,,,""
2016,alley_north,193,greg,4,,,,0,,,,,,,,,""
2016,alley_north,194,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,195,greg,4,,,,0,,,,,,,,,""
2016,alley_north,196,greg,105,,,,0,,,,,,,,,""
2016,alley_north,197,greg,17,,12,1,1,,,,,,,,,""
2016,alley_north,198,greg,,,,,,,,,,,,,,""
2016,alley_north,199,greg,17,,21,1,1,,,,,,,,,""
2016,alley_north,200,greg,18,,,,0,,,,,,,,,""
2016,alley_north,201,greg,14,,21,1,1,,,,,,,,,""
2016,alley_north,202,greg,4,,,,0,,,,,,,,,""
2016,alley_north,203,greg,4,,,,0,,,,,,,,,""
2016,alley_north,386,greg,,,,,,,,,,,,,,""
2016,alley_north,420,greg,,,,,,,,,,,,,,""
2016,alley_north,421,greg,,,,,,,,,,,,,,""
2016,alley_north,422,greg,,,,,,,,,,,,,,""
2016,alley_north,423,greg,,,,,,,,,,,,,,""
2016,alley_north,424,greg,,,,,,,,,,,,,,""
2016,alley_north,425,greg,,,,,,,,,,,,,,""
2016,alley_north,426,greg,,,,,,,,,,,,,,""
2016,alley_north,427,greg,,,,,,,,,,,,,,""
2016,alley_north,428,greg,,,,,,,,,,,,,,""
2016,alley_north,429,greg,,,,,,,,,,,,,,""
2016,alley_north,430,greg,,,,,,,,,,,,,,""
2016,alley_north,431,greg,,,,,,,,,,,,,,""
2016,alley_north,432,greg,,,,,,,,,,,,,,""
2016,alley_north,433,greg,,,,,,,,,,,,,,""
2016,alley_north,434,greg,,,,,,,,,,,,,,""
2016,alley_north,435,greg,,,,,,,,,,,,,,""
2016,alley_north,478,greg,,,,,,,,,,,,,,""
2016,alley_north,479,greg,,,,,,,,,,,,,,""
2016,alley_north,480,greg,,,,,,,,,,,,,,""
2016,alley_north,481,greg,,,,,,,,,,,,,,""
2016,alley_north,482,greg,,,,,,,,,,,,,,""
2016,alley_north,554,greg,5,,,,0,,,,,,,,,""
2016,alley_north,117,smhe,3,,,,0,,,,,,,,,""
2016,alley_north,118,smhe,95,,,,0,,,,,,,,,""
2016,alley_north,124,smhe,9,,,,0,,,,,,,,,""
2016,alley_north,483,smhe,,,,,,,,,,,,,,""
2016,alley_north,484,smhe,3,,,,0,,,,,,,,,""
2016,alley_north,485,smhe,,,,,,,,,,,,,,""
2016,alley_north,483R,trhe,6,,14,1,1,,,,,,,,,""
2016,alley_north,119,whib,3,,,,0,,,,,,,,,""
2016,alley_north,120,whib,16,,10,1,1,,,,,,,,,""
2016,alley_north,121,whib,95,,,,0,,,,,,,,,""
2016,alley_north,122,whib,95,,14,1,1,,,,,,,,,""
2016,alley_north,123,whib,95,,14,1,1,,,,,,,,,""
2016,alley_north,125,whib,16,,10,1,1,,,,,,,,,""
2016,alley_north,484B,whib,10,,10,1,1,,,,,,,,,""
2016,cuthbert_lake,204,greg,175,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,7,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,9,greg,12,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,10,greg,12,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,11,greg,175,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,12,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,206,greg,3,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,207,greg,,,21,1,,,,,,,,,,""
2016,cuthbert_lake,13,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,15,greg,4,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,16,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,17,greg,3,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,18,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,19,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,208,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,209,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,20,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,21,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,22,greg,3,,21,0,1,,,,,,,,,""
2016,cuthbert_lake,211,greg,12,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,212,greg,3,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,213,greg,5,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,214,greg,7,,,,1,,,,,,,,,""
2016,cuthbert_lake,215,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,216,greg,105,,19.5,0,1,,,,,,,,,""
2016,cuthbert_lake,217,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,220,greg,3,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,23,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,222,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,223,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,224,greg,65,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,48,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,64,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,61,greg,24,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,28,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,29,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,30,greg,205,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,33,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,34,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,35,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,225,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,226,greg,105,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,227,greg,175,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,63,greg,75,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,47,greg,75,,21,1,1,,,,,,,,,""
2016,cuthbert_lake,48,greg,,,21,1,,,,,,,,,,""
2016,cuthbert_lake,14,smhe,13,,14,1,1,,,,,,,,,""
2016,cuthbert_lake,221,smhe,19,,,,1,,,,,,,,,""
2016,cuthbert_lake,205,smhe,,,,,,,,,,,,,,""
2016,paurotis_pond,229,greg,115,,21,1,1,,,,,,,,,""
2016,paurotis_pond,230,greg,4,,21,1,1,,,,,,,,,""
2016,paurotis_pond,234,greg,7,,21,1,1,,,,,,,,,""
2016,paurotis_pond,235,greg,115,,21,1,1,,,,,,,,,""
2016,paurotis_pond,233,greg,4,,21,1,1,,,,,,,,,""
2016,paurotis_pond,236,greg,21,,14,1,1,,,,,,,,,""
2016,paurotis_pond,238,greg,115,,21,1,1,,,,,,,,,""
2016,paurotis_pond,245,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,246,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,240,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,249,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,93,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,250,greg,6,,21,1,1,,,,,,,,,""
2016,paurotis_pond,251,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,242,greg,4,,5,1,1,,,,,,,,,""
2016,paurotis_pond,243,greg,115,,21,1,1,,,,,,,,,""
2016,paurotis_pond,94,greg,4,,21,1,1,,,,,,,,,""
2016,paurotis_pond,399,greg,7,,21,1,1,,,,,,,,,""
2016,paurotis_pond,401,greg,,,,,,,,,,,,,,""
2016,paurotis_pond,402,greg,,,21,1,,,,,,,,,,""
2016,paurotis_pond,237,smhe,22,,14,1,1,,,,,,,,,""
2016,paurotis_pond,232,smhe,115,,8,0,0,,,,,,,,,""
2016,paurotis_pond,91,smhe,,,,,,,,,,,,,,""
2016,paurotis_pond,241,smhe,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,247,smhe,115,,14,1,1,,,,,,,,,""
2016,paurotis_pond,248,smhe,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,95,smhe,9,,,,1,,,,,,,,,""
2016,paurotis_pond,244,smhe,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,400,smhe,16,,11,1,1,,,,,,,,,""
2016,paurotis_pond,300,smhe,14,,4.5,0,1,,,,,,,,,""
2016,paurotis_pond,88,smwh,5,,14,1,1,,,,,,,,,""
2016,paurotis_pond,89,smwh,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,90,smwh,4,,11,0,1,,,,,,,,,""
2016,paurotis_pond,239,smwh,21,,14,1,1,,,,,,,,,""
2016,paurotis_pond,98,smwh,21,,14,1,1,,,,,,,,,""
2016,paurotis_pond,96,smwh,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,97,smwh,6,,14,1,1,,,,,,,,,""
2016,paurotis_pond,99,smwh,115,,14,1,1,,,,,,,,,""
2016,paurotis_pond,105,smwh,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,92,sneg,18,,12,1,1,,,,,,,,,""
2016,paurotis_pond,106,sneg,18,,12,1,1,,,,,,,,,""
2016,paurotis_pond,228,trhe,4,,14,1,1,,,,,,,,,""
2016,paurotis_pond,231,trhe,18,,14,1,1,,,,,,,,,""
2016,paurotis_pond,252,whib,185,,14,1,1,,,,,,,,,""
2016,paurotis_pond,253,whib,185,,14,1,1,,,,,,,,,""
2016,paurotis_pond,254,whib,21,,14,1,1,,,,,,,,,""
2016,paurotis_pond,255,whib,5,,,,0,,,,,,,,,""
2016,paurotis_pond,104,whib,5,,,,0,,,,,,,,,""
2016,paurotis_pond,103,whib,19,,13.5,1,1,,,,,,,,,""
2016,paurotis_pond,393,whib,17,,10,1,1,,,,,,,,,""
2016,paurotis_pond,394,whib,15,,,,1,,,,,,,,,""
2016,paurotis_pond,395,whib,17,,10,1,1,,,,,,,,,""
2016,paurotis_pond,396,whib,175,,9,1,1,,,,,,,,,""
2016,paurotis_pond,397,whib,175,,9,1,1,,,,,,,,,""
2016,paurotis_pond,398,whib,175,,9,1,1,,,,,,,,,""
2016,tamiami_west,517,greg,35,,,,0,,,,,,,,,""
2016,tamiami_west,501,greg,7,,,,1,,,,,,,,,""
2016,tamiami_west,545,greg,35,,,,0,,,,,,,,,""
2016,tamiami_west,516,greg,7,,,,1,,,,,,,,,""
2016,tamiami_west,502,greg,7,,,,1,,,,,,,,,""
2016,tamiami_west,515,greg,7,,,,1,,,,,,,,,""
2016,tamiami_west,503,greg,35,,,,0,,,,,,,,,""
2016,tamiami_west,487,greg,,,,,,,,,,,,,,""
2016,tamiami_west,489,greg,,,,,,,,,,,,,,""
2016,tamiami_west,338,greg,,,,,,,,,,,,,,""
2016,tamiami_west,339,greg,,,,,,,,,,,,,,""
2016,tamiami_west,340,greg,,,,,,,,,,,,,,""
2016,tamiami_west,291,greg,6,,,,1,,,,,,,,,""
2016,tamiami_west,351,greg,175,,21,1,1,,,,,,,,,""
2016,tamiami_west,292,greg,10,,,,0,,,,,,,,,""
2016,tamiami_west,342,greg,23,,21,1,1,,,,,,,,,""
2016,tamiami_west,343,greg,18,,,,0,,,,,,,,,""
2016,tamiami_west,293,greg,25,,21,1,1,,,,,,,,,""
2016,tamiami_west,294,greg,27,,1,0,1,,,,,,,,,""
2016,tamiami_west,302,greg,11,,,,1,,,,,,,,,""
2016,tamiami_west,303,greg,23,,,,0,,,,,,,,,""
2016,tamiami_west,295,greg,18,,,,0,,,,,,,,,""
2016,tamiami_west,295b,greg,235,,4.5,1,1,,,,,,,,,""
2016,tamiami_west,304,greg,13,,,,0,,,,,,,,,""
2016,tamiami_west,353,greg,235,,,,0,,,,,,,,,""
2016,tamiami_west,354,greg,3,,,,0,,,,,,,,,""
2016,tamiami_west,354b,greg,105,,,,0,,,,,,,,,""
2016,tamiami_west,296,greg,25,,,,0,,,,,,,,,""
2016,tamiami_west,296b,greg,235,,,,0,,,,,,,,,""
2016,tamiami_west,297,greg,18,,,,0,,,,,,,,,""
2016,tamiami_west,355,greg,13,,,,0,,,,,,,,,""
2016,tamiami_west,356,greg,3,,,,0,,,,,,,,,""
2016,tamiami_west,299,greg,18,,,,0,,,,,,,,,""
2016,tamiami_west,305,greg,5,,,,0,,,,,,,,,""
2016,tamiami_west,306,greg,5,,21,1,1,,,,,,,,,""
2016,tamiami_west,307,greg,,,,,,,,,,,,,,""
2016,tamiami_west,308,greg,23,,21,1,1,,,,,,,,,""
2016,tamiami_west,309,greg,23,,,,0,,,,,,,,,""
2016,tamiami_west,310,greg,,,21,1,,,,,,,,,,""
2016,tamiami_west,313,greg,23,,21,1,1,,,,,,,,,""
2016,tamiami_west,360,greg,13,,21,1,1,,,,,,,,,""
2016,tamiami_west,110,greg,175,,,,0,,,,,,,,,""
2016,tamiami_west,292b,greg,26,,21,1,1,,,,,,,,,""
2016,tamiami_west,301,smhe,,,,,,,,,,,,,,""
2016,tamiami_west,349,smhe,3,,,,0,,,,,,,,,""
2016,tamiami_west,350,smhe,175,,,,0,,,,,,,,,""
2016,tamiami_west,352,smhe,,,,,,,,,,,,,,""
2016,tamiami_west,357,smhe,3,,,,0,,,,,,,,,""
2016,tamiami_west,311,smhe,,,,,,,,,,,,,,""
2016,tamiami_west,312,smhe,13,,,,0,,,,,,,,,""
2016,tamiami_west,312b,smhe,17,,,,0,,,,,,,,,""
2016,tamiami_west,108,smhe,11,,,,0,,,,,,,,,""
2016,tamiami_west,107,smhe,175,,,,0,,,,,,,,,""
2016,tamiami_west,364,smhe,,,,,,,,,,,,,,""
2016,tamiami_west,367,smhe,45,,,,0,,,,,,,,,""
2016,tamiami_west,109,smhe,115,,,,0,,,,,,,,,""
2016,tamiami_west,361,sneg,13,,10.5,0,1,,,,,,,,,""
2016,tamiami_west,298,sneg,20,,14,1,1,,,,,,,,,""
2016,tamiami_west,358,sneg,13,,14,1,1,,,,,,,,,""
2016,tamiami_west,359,sneg,13,,14,1,1,,,,,,,,,""
2016,tamiami_west,362,sneg,13,,14,1,1,,,,,,,,,""
2016,tamiami_west,363,sneg,13,,14,1,1,,,,,,,,,""
2016,tamiami_west,365,trhe,19,,14,1,1,,,,,,,,,""
2016,tamiami_west,366,trhe,17,,13,0,1,,,,,,,,,""
2016,tamiami_west,368,trhe,115,,14,1,1,,,,,,,,,""
2016,tamiami_west,after352,trhe,10,,14,1,1,,,,,,,,,""
2017,6th_bridge,793,bcnh,205,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,795,bcnh,205,1,21,1,3,3,2,,,,,,,""
2017,6th_bridge,811,bcnh,205,1,21,1,4,2,1,,,,,,,""
2017,6th_bridge,842,bcnh,205,1,21,1,3,3,3,,,,,,,""
2017,6th_bridge,844,bcnh,20,1,21,1,3,3,3,,,,,,,""
2017,6th_bridge,822,glib,35,1,7,0,3,2,0,,,,,,,""
2017,6th_bridge,824,glib,35,1,7,0,3,2,0,,,,,,,""
2017,6th_bridge,826,glib,,,10.5,0,3,2,0,,,,,,,""
2017,6th_bridge,828,glib,35,1,7,0,3,2,0,,,,,,,""
2017,6th_bridge,836,glib,35,1,7,0,2,2,0,,,,,,,""
2017,6th_bridge,838,glib,35,1,14,1,3,3,1,,,,,,,""
2017,6th_bridge,840,glib,3,0,,,3,,,,,,,,,""
2017,6th_bridge,47,greg,35,1,21,1,3,3,2,,,,,,,""
2017,6th_bridge,49,greg,35,1,21,1,2,2,2,,,,,,,""
2017,6th_bridge,51,greg,20,1,21,1,3,3,1,,,,,,,""
2017,6th_bridge,53,greg,,,21,1,3,3,2,,,,,,,""
2017,6th_bridge,55,greg,11,1,,,3,3,,,,,,,,""
2017,6th_bridge,57,greg,,,,,3,3,,,,,,,,""
2017,6th_bridge,59,greg,20,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,240,greg,20,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,242,greg,11,1,21,1,3,3,2,,,,,,,""
2017,6th_bridge,244,greg,11,1,21,1,3,3,3,,,,,,,""
2017,6th_bridge,246,greg,11,1,21,1,2,2,2,,,,,,,""
2017,6th_bridge,248,greg,235,1,21,1,3,3,2,,,,,,,""
2017,6th_bridge,318,greg,,,,,,2,,,,,,,,""
2017,6th_bridge,367,greg,,,,,,,,,,,,,,""
2017,6th_bridge,378,greg,13,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,382,greg,4,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,492,greg,,,21,1,,2,2,,,,,,,""
2017,6th_bridge,502a,greg,4,0,,,2,0,0,,,,,,,""
2017,6th_bridge,502b,greg,12,1,21,1,2,2,1,,,,,,,""
2017,6th_bridge,582,greg,25,1,21,1,2,1,1,,,,,,,""
2017,6th_bridge,629,greg,26,1,21,1,2,2,2,,,,,,,""
2017,6th_bridge,860,greg,115,1,21,1,3,3,3,,,,,,,""
2017,6th_bridge,61,greg,35,1,21,1,3,2,2,,,,,,,""
2017,6th_bridge,888,rosp,135,1,37,1,4,3,2,,,,,,,""
2017,6th_bridge,380,rosp,23,1,21,1,3,,,,,,,,,""
2017,6th_bridge,566,smhe,215,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,570,smhe,215,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,572,smhe,131,1,14,1,4,4,4,,,,,,,""
2017,6th_bridge,580,smhe,22,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,625,smhe,5,0,,,4,0,0,,,,,,,""
2017,6th_bridge,627,smhe,7,1,14,1,4,3,2,,,,,,,""
2017,6th_bridge,675,smhe,115,0,,,3,0,0,,,,,,,""
2017,6th_bridge,695,smhe,115,1,14,1,4,3,1,,,,,,,""
2017,6th_bridge,701,smhe,115,1,9,0,2,2,0,,,,,,,""
2017,6th_bridge,804,smhe,195,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,827,smhe,45,0,,,2,0,0,,,,,,,""
2017,6th_bridge,862,smhe,115,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,864,smhe,135,0,,,2,0,0,,,,,,,""
2017,6th_bridge,870,smhe,5,0,,,1,0,0,,,,,,,""
2017,6th_bridge,872,smhe,5,0,,,4,0,0,,,,,,,""
2017,6th_bridge,876,smhe,5,1,14,1,3,3,2,,,,,,,""
2017,6th_bridge,912,smhe,5,0,,,3,0,0,,,,,,,""
2017,6th_bridge,830,smhe,35,0,,,3,0,0,,,,,,,""
2017,6th_bridge,832,smhe,105,0,,,3,0,0,,,,,,,""
2017,6th_bridge,493,smwh,,,14,1,,2,2,,,,,,,""
2017,6th_bridge,568,smwh,22,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,574,smwh,22,1,14,1,3,2,2,,,,,,,""
2017,6th_bridge,631,smwh,22,1,14,1,3,1,1,,,,,,,""
2017,6th_bridge,685,smwh,12,1,14,1,3,3,,,,,,,,""
2017,6th_bridge,691,smwh,12,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,697,smwh,85,1,14,1,3,1,1,,,,,,,""
2017,6th_bridge,803,smwh,85,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,805,smwh,205,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,813,smwh,155,1,14,1,4,4,3,,,,,,,""
2017,6th_bridge,819,smwh,205,1,14,1,4,3,3,,,,,,,""
2017,6th_bridge,823A,smwh,115,0,,,3,0,0,,,,,,,""
2017,6th_bridge,823B,smwh,185,1,14,1,3,1,1,,,,,,,""
2017,6th_bridge,848,smwh,12,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,852,smwh,12,1,14,1,2,1,1,,,,,,,""
2017,6th_bridge,856,smwh,22,1,14,1,3,3,2,,,,,,,""
2017,6th_bridge,880,smwh,205,1,14,1,3,,,,,,,,,""
2017,6th_bridge,816,smwh,35,1,7,0,3,2,0,,,,,,,""
2017,6th_bridge,820,smwh,,,10.5,0,3,2,0,,,,,,,""
2017,6th_bridge,834,smwh,35,1,7,0,2,,0,,,,,,,""
2017,6th_bridge,689,sneg,205,1,14,1,4,3,2,,,,,,,""
2017,6th_bridge,703,sneg,205,1,14,1,4,3,3,,,,,,,""
2017,6th_bridge,817,sneg,12,1,14,1,4,3,3,,,,,,,""
2017,6th_bridge,821,sneg,19,1,14,1,4,4,4,,,,,,,""
2017,6th_bridge,699,trhe,205,1,14,1,4,3,3,,,,,,,""
2017,6th_bridge,807,trhe,22,1,14,1,3,2,2,,,,,,,""
2017,6th_bridge,809,trhe,35,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,815,trhe,205,1,14,1,3,3,3,,,,,,,""
2017,6th_bridge,829,trhe,17,1,14,1,4,4,4,,,,,,,""
2017,6th_bridge,850,trhe,11,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,854,trhe,22,1,13.5,0,4,2,0,,,,,,,""
2017,6th_bridge,858,trhe,21,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,901,trhe,35,1,7.5,0,4,2,0,,,,,,,""
2017,6th_bridge,677,whib,21,1,14,1,3,1,1,,,,,,,""
2017,6th_bridge,681,whib,22,1,11,0,3,2,0,,,,,,,""
2017,6th_bridge,683,whib,155,1,14,1,2,2,1,,,,,,,""
2017,6th_bridge,687B,whib,8,0,,,2,0,0,,,,,,,""
2017,6th_bridge,757,whib,105,1,14,1,3,2,2,,,,,,,""
2017,6th_bridge,759,whib,35,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,761,whib,35,1,6,0,2,1,0,,,,,,,""
2017,6th_bridge,763,whib,35,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,765,whib,35,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,767,whib,35,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,769,whib,35,1,6,0,2,1,0,,,,,,,""
2017,6th_bridge,771,whib,35,1,14,1,2,2,2,,,,,,,""
2017,6th_bridge,773,whib,35,1,14,1,3,2,2,,,,,,,""
