"year","colony","nest","feather_id","hg","culmen","tarsus","mass","date","nest_feather_id","colony_year","unique_feather_id","clutch","brood","nestlings14days","fledged","datqal_1_good","mindepth_20","maxdepth_20","reclength_20","recrange_20","avg_crfish_20","avg_shrimp_20","avg_totbiomass_20","nbgages","nbpsus","notes"
1998,alley_north,,,3.1,80,,840,,29,AlleyNorth_1998,1998_AlleyNorth_29,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.1,73,,780,,30,AlleyNorth_1998,1998_AlleyNorth_30,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,9.5,71,,730,,31,AlleyNorth_1998,1998_AlleyNorth_31,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.2,80,,860,,32,AlleyNorth_1998,1998_AlleyNorth_32,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.4,75,,810,,33,AlleyNorth_1998,1998_AlleyNorth_33,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.5,87.5,,750,,34,AlleyNorth_1998,1998_AlleyNorth_34,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.1,80,,790,,35,AlleyNorth_1998,1998_AlleyNorth_35,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.8,81,,850,,36,AlleyNorth_1998,1998_AlleyNorth_36,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4,82,,788,,37,AlleyNorth_1998,1998_AlleyNorth_37,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.4,68,,690,,38,AlleyNorth_1998,1998_AlleyNorth_38,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,3,72,,875,,39,AlleyNorth_1998,1998_AlleyNorth_39,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,7.2,78,,1000,,40,AlleyNorth_1998,1998_AlleyNorth_40,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,8.6,80,,825,,41,AlleyNorth_1998,1998_AlleyNorth_41,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,7.1,81,,865,,42,AlleyNorth_1998,1998_AlleyNorth_42,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,7.1,80,,660,,43,AlleyNorth_1998,1998_AlleyNorth_43,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.8,65,,540,,44,AlleyNorth_1998,1998_AlleyNorth_44,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,8.9,65,,740,,45,AlleyNorth_1998,1998_AlleyNorth_45,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.7,80,,790,,46,AlleyNorth_1998,1998_AlleyNorth_46,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.3,55,,710,,47,AlleyNorth_1998,1998_AlleyNorth_47,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,10,85,,990,,48,AlleyNorth_1998,1998_AlleyNorth_48,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.9,72,,690,,49,AlleyNorth_1998,1998_AlleyNorth_49,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,3,58,,550,,50,AlleyNorth_1998,1998_AlleyNorth_50,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,5.8,74,,745,,51,AlleyNorth_1998,1998_AlleyNorth_51,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.1,65,,670,,52,AlleyNorth_1998,1998_AlleyNorth_52,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.8,76,,675,,53,AlleyNorth_1998,1998_AlleyNorth_53,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,4.9,68,,740,,54,AlleyNorth_1998,1998_AlleyNorth_54,,,,,,,,,2.50483871,,,,,,
1998,alley_north,,,6.3,75,,735,,55,AlleyNorth_1998,1998_AlleyNorth_55,,,,,,,,,2.50483871,,,,,,
1998,false_l67,,,10,77,,735,,81,FalseL67_1998,1998_FalseL67_81,,,,,,,,,,,,,,,
1998,false_l67,,,15,85,,860,,82,FalseL67_1998,1998_FalseL67_82,,,,,,,,,,,,,,,
1998,false_l67,,,16,79,,790,,83,FalseL67_1998,1998_FalseL67_83,,,,,,,,,,,,,,,
1998,false_l67,,,16,79,,870,,84,FalseL67_1998,1998_FalseL67_84,,,,,,,,,,,,,,,
1998,false_l67,,,14,61,,640,,85,FalseL67_1998,1998_FalseL67_85,,,,,,,,,,,,,,,
1998,false_l67,,,25,82,,800,,86,FalseL67_1998,1998_FalseL67_86,,,,,,,,,,,,,,,
1998,false_l67,,,18,62,,560,,87,FalseL67_1998,1998_FalseL67_87,,,,,,,,,,,,,,,
1998,hidden,,,2.8,70,,640,,1,Hidden_1998,1998_Hidden_1,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4.1,75,,700,,2,Hidden_1998,1998_Hidden_2,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,3.4,72.5,,730,,3,Hidden_1998,1998_Hidden_3,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,2.7,80,,850,,4,Hidden_1998,1998_Hidden_4,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,31,92.5,,890,,5,Hidden_1998,1998_Hidden_5,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,5.8,80,,820,,6,Hidden_1998,1998_Hidden_6,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,2.8,80,,790,,7,Hidden_1998,1998_Hidden_7,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,3.2,80,,880,,8,Hidden_1998,1998_Hidden_8,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,6.1,70,,720,,9,Hidden_1998,1998_Hidden_9,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,2.5,80,,820,,10,Hidden_1998,1998_Hidden_10,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,5.5,97.5,,855,,11,Hidden_1998,1998_Hidden_11,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,3.7,90,,1000,,12,Hidden_1998,1998_Hidden_12,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,6.4,72.5,,736,,13,Hidden_1998,1998_Hidden_13,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,3.5,85,,850,,14,Hidden_1998,1998_Hidden_14,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4.8,105,,720,,15,Hidden_1998,1998_Hidden_15,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,2.7,80,,650,,16,Hidden_1998,1998_Hidden_16,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,11,70,,720,,17,Hidden_1998,1998_Hidden_17,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4.2,70,,810,,18,Hidden_1998,1998_Hidden_18,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,12,70,,720,,19,Hidden_1998,1998_Hidden_19,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4,80,,810,,20,Hidden_1998,1998_Hidden_20,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,5.4,85,,800,,21,Hidden_1998,1998_Hidden_21,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,5.3,85,,900,,22,Hidden_1998,1998_Hidden_22,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4.5,85,,590,,23,Hidden_1998,1998_Hidden_23,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,7.8,82.5,,890,,24,Hidden_1998,1998_Hidden_24,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,4.9,75,,670,,25,Hidden_1998,1998_Hidden_25,,,,,,,,,1.928181818,,,,,,
1998,hidden,,,7.4,75,,680,,26,Hidden_1998,1998_Hidden_26,,,,,,,,,1.928181818,,,,,,
1998,jw1,,,9.5,79,,850,,56,JW1_1998,1998_JW1_56,,,,,,,,,,,,,,,
1998,jw1,,,13,75,,820,,58,JW1_1998,1998_JW1_58,,,,,,,,,,,,,,,
1998,jw1,,,13,77,,690,,59,JW1_1998,1998_JW1_59,,,,,,,,,,,,,,,
1998,jw1,,,11,71,,800,,60,JW1_1998,1998_JW1_60,,,,,,,,,,,,,,,
1998,jw1,,,15,72,,610,,61,JW1_1998,1998_JW1_61,,,,,,,,,,,,,,,
1998,jw1,,,14,81,,770,,62,JW1_1998,1998_JW1_62,,,,,,,,,,,,,,,
1998,jw1,,,12,83,,890,,63,JW1_1998,1998_JW1_63,,,,,,,,,,,,,,,
1998,jw1,,,14,79,,780,,64,JW1_1998,1998_JW1_64,,,,,,,,,,,,,,,
1998,jw1,,,17,79,,720,,65,JW1_1998,1998_JW1_65,,,,,,,,,,,,,,,
1998,jw1,,,10,76,,820,,66,JW1_1998,1998_JW1_66,,,,,,,,,,,,,,,
1998,jw1,,,11,84,,820,,67,JW1_1998,1998_JW1_67,,,,,,,,,,,,,,,
1998,jw1,,,9.4,71,,800,,68,JW1_1998,1998_JW1_68,,,,,,,,,,,,,,,
1998,jw1,,,16,89,,990,,69,JW1_1998,1998_JW1_69,,,,,,,,,,,,,,,
1998,jw1,,,15,76,,810,,70,JW1_1998,1998_JW1_70,,,,,,,,,,,,,,,
1998,jw1,,,13,83,,880,,71,JW1_1998,1998_JW1_71,,,,,,,,,,,,,,,
1998,jw1,,,17,72,,820,,72,JW1_1998,1998_JW1_72,,,,,,,,,,,,,,,
1998,jw1,,,12,83,,870,,73,JW1_1998,1998_JW1_73,,,,,,,,,,,,,,,
1998,jw1,,,17,89,,990,,74,JW1_1998,1998_JW1_74,,,,,,,,,,,,,,,
1998,jw1,,,13,71,,770,,75,JW1_1998,1998_JW1_75,,,,,,,,,,,,,,,
1998,jw1,,,20,91,,980,,76,JW1_1998,1998_JW1_76,,,,,,,,,,,,,,,
1998,jw1,,,15,73,,730,,77,JW1_1998,1998_JW1_77,,,,,,,,,,,,,,,
1998,jw1,,,9.6,80,,810,,78,JW1_1998,1998_JW1_78,,,,,,,,,,,,,,,
1998,jw1,,,8.5,81,,880,,79,JW1_1998,1998_JW1_79,,,,,,,,,,,,,,,
1998,jw1,,,12,93,,950,,80,JW1_1998,1998_JW1_80,,,,,,,,,,,,,,,
1998,horus,,,9.7,95,,1040,,88,L67_1998,1998_L67_88,,,,,,,,,1.632,,,,,,
1998,horus,,,20,98,,900,,89,L67_1998,1998_L67_89,,,,,,,,,1.632,,,,,,
1998,horus,,,17,81,,750,,90,L67_1998,1998_L67_90,,,,,,,,,1.632,,,,,,
1998,horus,,,16,79,,690,,91,L67_1998,1998_L67_91,,,,,,,,,1.632,,,,,,
1998,horus,,,17,87,,860,,92,L67_1998,1998_L67_92,,,,,,,,,1.632,,,,,,
1998,horus,,,8.3,77,,780,,93,L67_1998,1998_L67_93,,,,,,,,,1.632,,,,,,
1998,horus,,,18,90,,900,,94,L67_1998,1998_L67_94,,,,,,,,,1.632,,,,,,
1998,horus,,,21,64,,620,,95,L67_1998,1998_L67_95,,,,,,,,,1.632,,,,,,
1998,horus,,,9.3,89,,810,,96,L67_1998,1998_L67_96,,,,,,,,,1.632,,,,,,
1998,horus,,,6.5,68,,650,,97,L67_1998,1998_L67_97,,,,,,,,,1.632,,,,,,
1998,horus,,,12,70,,630,,98,L67_1998,1998_L67_98,,,,,,,,,1.632,,,,,,
1998,horus,,,8.8,89,,850,,99,L67_1998,1998_L67_99,,,,,,,,,1.632,,,,,,
1998,horus,,,9.2,82,,800,,100,L67_1998,1998_L67_100,,,,,,,,,1.632,,,,,,
1998,horus,,,19,91,,8,,101,L67_1998,1998_L67_101,,,,,,,,,1.632,,,,,,
1998,horus,,,16,79,,730,,102,L67_1998,1998_L67_102,,,,,,,,,1.632,,,,,,
1998,horus,,,6.8,85,,855,,103,L67_1998,1998_L67_103,,,,,,,,,1.632,,,,,,
1998,horus,,,5.4,70,,710,,104,L67_1998,1998_L67_104,,,,,,,,,1.632,,,,,,
1998,horus,,,6.7,78,,800,,105,L67_1998,1998_L67_105,,,,,,,,,1.632,,,,,,
1998,horus,,,18,65,,540,,106,L67_1998,1998_L67_106,,,,,,,,,1.632,,,,,,
1999,heron_alley,,,14,,,,,5.5,3BMud_1999,1999_3BMud_5.5,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,8.5,,,,,5.7,3BMud_1999,1999_3BMud_5.7,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,12,,,,,6.0,3BMud_1999,1999_3BMud_6,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,14,,,,,6.3,3BMud_1999,1999_3BMud_6.3,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,6.3,,,,,6.5,3BMud_1999,1999_3BMud_6.5,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,5.2,,,,,6.9,3BMud_1999,1999_3BMud_6.9,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,7.5,,,,,7.0,3BMud_1999,1999_3BMud_7,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,5.3,,,,,7.1,3BMud_1999,1999_3BMud_7.1,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,5.1,,,,,7.4,3BMud_1999,1999_3BMud_7.4,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,5.1,,,,,8.0,3BMud_1999,1999_3BMud_8,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,9.9,,,,,8.0,3BMud_1999,1999_3BMud_8,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,5.5,,,,,8.2,3BMud_1999,1999_3BMud_8.2,,,,,,,,,1.872285714,,,,,,
1999,heron_alley,,,19,,,,,8.5,3BMud_1999,1999_3BMud_8.5,,,,,,,,,1.872285714,,,,,,
1999,alley_north,,,5.5,,,,,4.3,AlleyNorth_1999,1999_AlleyNorth_4.3,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,6.9,,,,,5.8,AlleyNorth_1999,1999_AlleyNorth_5.8,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,5.3,,,,,6.2,AlleyNorth_1999,1999_AlleyNorth_6.2,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,6.8,,,,,6.3,AlleyNorth_1999,1999_AlleyNorth_6.3,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,7,,,,,6.4,AlleyNorth_1999,1999_AlleyNorth_6.4,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,6.2,,,,,6.5,AlleyNorth_1999,1999_AlleyNorth_6.5,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,7.1,,,,,6.9,AlleyNorth_1999,1999_AlleyNorth_6.9,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,6.5,,,,,7.1,AlleyNorth_1999,1999_AlleyNorth_7.1,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,8.8,,,,,7.2,AlleyNorth_1999,1999_AlleyNorth_7.2,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,5.4,,,,,7.4,AlleyNorth_1999,1999_AlleyNorth_7.4,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,8.1,,,,,7.5,AlleyNorth_1999,1999_AlleyNorth_7.5,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,23,,,,,7.5,AlleyNorth_1999,1999_AlleyNorth_7.5,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,10,,,,,8.0,AlleyNorth_1999,1999_AlleyNorth_7.95,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,5.6,,,,,8.0,AlleyNorth_1999,1999_AlleyNorth_8,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,9.8,,,,,8.0,AlleyNorth_1999,1999_AlleyNorth_8,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,11,,,,,8.0,AlleyNorth_1999,1999_AlleyNorth_8,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,4.7,,,,,8.2,AlleyNorth_1999,1999_AlleyNorth_8.2,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,7.5,,,,,8.2,AlleyNorth_1999,1999_AlleyNorth_8.2,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,9.1,,,,,9.0,AlleyNorth_1999,1999_AlleyNorth_9,,,,,,,,,2.501935484,,,,,,
1999,alley_north,,,8.7,,,,,9.6,AlleyNorth_1999,1999_AlleyNorth_9.6,,,,,,,,,2.501935484,,,,,,
1999,hidden,,,5.5,,,,,4.9,Hidden_1999,1999_Hidden_4.9,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,7.1,,,,,5.7,Hidden_1999,1999_Hidden_5.7,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,5.2,,,,,5.9,Hidden_1999,1999_Hidden_5.9,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,4.2,,,,,6.0,Hidden_1999,1999_Hidden_6,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.2,,,,,6.1,Hidden_1999,1999_Hidden_6.1,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.5,,,,,6.1,Hidden_1999,1999_Hidden_6.1,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,6.5,,,,,6.1,Hidden_1999,1999_Hidden_6.1,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.6,,,,,6.5,Hidden_1999,1999_Hidden_6.5,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,6,,,,,6.5,Hidden_1999,1999_Hidden_6.5,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3,,,,,6.8,Hidden_1999,1999_Hidden_6.8,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.9,,,,,6.9,Hidden_1999,1999_Hidden_6.9,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.1,,,,,6.9,Hidden_1999,1999_Hidden_6.9,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.5,,,,,6.9,Hidden_1999,1999_Hidden_6.9,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.6,,,,,7.0,Hidden_1999,1999_Hidden_7,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.9,,,,,7.0,Hidden_1999,1999_Hidden_7,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3,,,,,7.0,Hidden_1999,1999_Hidden_7,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.1,,,,,7.0,Hidden_1999,1999_Hidden_7,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,4.2,,,,,7.2,Hidden_1999,1999_Hidden_7.2,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.5,,,,,7.3,Hidden_1999,1999_Hidden_7.3,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,2.4,,,,,7.5,Hidden_1999,1999_Hidden_7.5,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,6.1,,,,,7.8,Hidden_1999,1999_Hidden_7.8,,,,,,,,,2.489090909,,,,,,
1999,hidden,,,3.4,,,,,7.9,Hidden_1999,1999_Hidden_7.9,,,,,,,,,2.489090909,,,,,,
1999,jw1,,,2.1,,,,,3.9,JW1_1999,1999_JW1_3.9,,,,,,,,,,,,,,,
1999,jw1,,,2.5,,,,,3.9,JW1_1999,1999_JW1_3.9,,,,,,,,,,,,,,,
1999,jw1,,,1.9,,,,,4.0,JW1_1999,1999_JW1_4,,,,,,,,,,,,,,,
1999,jw1,,,2.3,,,,,4.1,JW1_1999,1999_JW1_4.1,,,,,,,,,,,,,,,
1999,jw1,,,2.2,,,,,4.3,JW1_1999,1999_JW1_4.3,,,,,,,,,,,,,,,
1999,jw1,,,3,,,,,4.5,JW1_1999,1999_JW1_4.5,,,,,,,,,,,,,,,
1999,jw1,,,2.7,,,,,4.7,JW1_1999,1999_JW1_4.7,,,,,,,,,,,,,,,
1999,jw1,,,3,,,,,4.7,JW1_1999,1999_JW1_4.7,,,,,,,,,,,,,,,
1999,jw1,,,6.3,,,,,5.4,JW1_1999,1999_JW1_5.4,,,,,,,,,,,,,,,
1999,jw1,,,4,,,,,6.2,JW1_1999,1999_JW1_6.2,,,,,,,,,,,,,,,
1999,jw1,,,6.8,,,,,6.2,JW1_1999,1999_JW1_6.2,,,,,,,,,,,,,,,
1999,jw1,,,6.5,,,,,7.3,JW1_1999,1999_JW1_7.3,,,,,,,,,,,,,,,
1999,jw1,,,8.4,,,,,7.3,JW1_1999,1999_JW1_7.3,,,,,,,,,,,,,,,
1999,horus,,,4.9,,,,,1.8,L67_1999,1999_L67_1.8,,,,,,,,,1.7972,,,,,,
1999,horus,,,5,,,,,1.8,L67_1999,1999_L67_1.8,,,,,,,,,1.7972,,,,,,
1999,horus,,,4.2,,,,,2.0,L67_1999,1999_L67_2,,,,,,,,,1.7972,,,,,,
1999,horus,,,5.5,,,,,2.0,L67_1999,1999_L67_2,,,,,,,,,1.7972,,,,,,
1999,horus,,,5.9,,,,,2.1,L67_1999,1999_L67_2.1,,,,,,,,,1.7972,,,,,,
1999,horus,,,4.5,,,,,2.7,L67_1999,1999_L67_2.7,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.2,,,,,3.0,L67_1999,1999_L67_3,,,,,,,,,1.7972,,,,,,
1999,horus,,,4.4,,,,,3.1,L67_1999,1999_L67_3.1,,,,,,,,,1.7972,,,,,,
1999,horus,,,4.7,,,,,3.1,L67_1999,1999_L67_3.1,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.4,,,,,3.2,L67_1999,1999_L67_3.2,,,,,,,,,1.7972,,,,,,
1999,horus,,,5.1,,,,,3.4,L67_1999,1999_L67_3.4,,,,,,,,,1.7972,,,,,,
1999,horus,,,6,,,,,3.5,L67_1999,1999_L67_3.5,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.6,,,,,3.7,L67_1999,1999_L67_3.7,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.8,,,,,3.7,L67_1999,1999_L67_3.7,,,,,,,,,1.7972,,,,,,
1999,horus,,,4.5,,,,,4.6,L67_1999,1999_L67_4.6,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.2,,,,,4.9,L67_1999,1999_L67_4.9,,,,,,,,,1.7972,,,,,,
1999,horus,,,5.2,,,,,5.5,L67_1999,1999_L67_5.5,,,,,,,,,1.7972,,,,,,
1999,horus,,,6.2,,,,,5.6,L67_1999,1999_L67_5.6,,,,,,,,,1.7972,,,,,,
1999,horus,,,5.8,,,,,6.3,L67_1999,1999_L67_6.3,,,,,,,,,1.7972,,,,,,
1999,horus,,,6,,,,,6.5,L67_1999,1999_L67_6.5,,,,,,,,,1.7972,,,,,,
1999,tamiami_east,,,4.3,,,,,4.8,TamEast_1999,1999_TamEast_4.8,,,,,,,,,,,,,,,
1999,tamiami_east,,,8.2,,,,,5.1,TamEast_1999,1999_TamEast_5.1,,,,,,,,,,,,,,,
1999,tamiami_east,,,4,,,,,5.9,TamEast_1999,1999_TamEast_5.9,,,,,,,,,,,,,,,
1999,tamiami_east,,,6.1,,,,,6.1,TamEast_1999,1999_TamEast_6.1,,,,,,,,,,,,,,,
1999,tamiami_east,,,11,,,,,6.5,TamEast_1999,1999_TamEast_6.5,,,,,,,,,,,,,,,
1999,tamiami_east,,,6.4,,,,,6.6,TamEast_1999,1999_TamEast_6.6,,,,,,,,,,,,,,,
1999,tamiami_east,,,8.6,,,,,6.8,TamEast_1999,1999_TamEast_6.8,,,,,,,,,,,,,,,
1999,tamiami_east,,,4.2,,,,,6.9,TamEast_1999,1999_TamEast_6.9,,,,,,,,,,,,,,,
1999,tamiami_east,,,4,,,,,7.0,TamEast_1999,1999_TamEast_7,,,,,,,,,,,,,,,
1999,tamiami_east,,,19,,,,,7.0,TamEast_1999,1999_TamEast_7,,,,,,,,,,,,,,,
1999,tamiami_east,,,9.1,,,,,7.1,TamEast_1999,1999_TamEast_7.1,,,,,,,,,,,,,,,
1999,tamiami_east,,,7,,,,,7.3,TamEast_1999,1999_TamEast_7.3,,,,,,,,,,,,,,,
1999,tamiami_east,,,8.6,,,,,7.7,TamEast_1999,1999_TamEast_7.7,,,,,,,,,,,,,,,
1999,tamiami_east,,,5.8,,,,,7.8,TamEast_1999,1999_TamEast_7.8,,,,,,,,,,,,,,,
1999,tamiami_east,,,6.7,,,,,7.9,TamEast_1999,1999_TamEast_7.9,,,,,,,,,,,,,,,
1999,tamiami_east,,,6.6,,,,,8.1,TamEast_1999,1999_TamEast_8.1,,,,,,,,,,,,,,,
1999,tamiami_east,,,11,,,,,8.9,TamEast_1999,1999_TamEast_8.9,,,,,,,,,,,,,,,
1999,tamiami_east,,,6.9,,,,,9.0,TamEast_1999,1999_TamEast_9,,,,,,,,,,,,,,,
2000,alley_north,,,4.5,,,,,4.5,AlleyNorth_2000,2000_AlleyNorth_4.5,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,6.4,,,,,4.6,AlleyNorth_2000,2000_AlleyNorth_4.6,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,4.9,,,,,5.4,AlleyNorth_2000,2000_AlleyNorth_5.4,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.3,,,,,5.4,AlleyNorth_2000,2000_AlleyNorth_5.4,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,4.6,,,,,5.9,AlleyNorth_2000,2000_AlleyNorth_5.9,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,3.5,,,,,6.2,AlleyNorth_2000,2000_AlleyNorth_6.2,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,4.2,,,,,6.3,AlleyNorth_2000,2000_AlleyNorth_6.3,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.7,,,,,6.3,AlleyNorth_2000,2000_AlleyNorth_6.3,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,6.8,,,,,6.3,AlleyNorth_2000,2000_AlleyNorth_6.3,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,6.5,,,,,6.8,AlleyNorth_2000,2000_AlleyNorth_6.8,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.3,,,,,7.0,AlleyNorth_2000,2000_AlleyNorth_7,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.2,,,,,7.1,AlleyNorth_2000,2000_AlleyNorth_7.1,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,7.5,,,,,7.1,AlleyNorth_2000,2000_AlleyNorth_7.1,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.4,,,,,7.3,AlleyNorth_2000,2000_AlleyNorth_7.3,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,6.3,,,,,7.3,AlleyNorth_2000,2000_AlleyNorth_7.3,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.2,,,,,7.5,AlleyNorth_2000,2000_AlleyNorth_7.5,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,3.8,,,,,7.6,AlleyNorth_2000,2000_AlleyNorth_7.6,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.6,,,,,7.6,AlleyNorth_2000,2000_AlleyNorth_7.6,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,7.3,,,,,7.6,AlleyNorth_2000,2000_AlleyNorth_7.6,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.4,,,,,8.0,AlleyNorth_2000,2000_AlleyNorth_8,,,,,,,,,2.301290323,,,,,,
2000,alley_north,,,5.5,,,,,8.5,AlleyNorth_2000,2000_AlleyNorth_8.5,,,,,,,,,2.301290323,,,,,,
2000,hidden,,,2.8,,,,,4.2,Hidden_2000,2000_Hidden_4.2,,,,,,,,,2.696363636,,,,,,
2000,hidden,,,1.9,,,,,5.3,Hidden_2000,2000_Hidden_5.3,,,,,,,,,2.696363636,,,,,,
2000,hidden,,,2.1,,,,,5.3,Hidden_2000,2000_Hidden_5.3,,,,,,,,,2.696363636,,,,,,
2000,hidden,,,2.6,,,,,5.5,Hidden_2000,2000_Hidden_5.5,,,,,,,,,2.696363636,,,,,,
