group_id,year,colony,latitude,longitude,wca,greg,whib,wost,gbhe,rosp,sneg,anhi,trhe,bcnh,lbhe,ycnh,glib,caeg,dcco,grhe,smhe,lawh,lada,smwh,notes,POINT_X,POINT_Y,ave_x,ave_y
1307,1993,3a gbh,25.891667,-80.73,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,526500.2856,2861852.966,527052.7844,2863712.316
237,1993,3a gbh,25.785,-80.727833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,525486.5998,2872229.408,527316.1187,2851889.417
237,1993,3a gbh,25.784667,-80.7275,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,524728.9391,2852820.264,527316.1187,2851889.417
1411,1993,3a gbh,25.9135,-80.711167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,520582.3135,2865299.319,528949.7969,2866162.894
2384,1993,3a GBH,26.127333,-80.711167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,562237.6935,2923263.997,528869.5151,2889845.013
159,1993,3a gbh,25.778,-80.711,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,572258.7762,2926325.388,528978.5375,2851161.967
1619,1993,3a gbh,25.9395,-80.707667,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,527635.0709,2869280.99,529273.1208,2869037.764
944,1993,3a gbh,25.846167,-80.703167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,529041.4797,2854348.096,529749.3539,2858705.281
944,1993,3a gbh,25.846667,-80.703,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,529184.999,2854405.666,529749.3539,2858705.281
1116,1993,3a gbh,25.872833,-80.702,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,529715.0202,2857943.189,529863.6931,2861607.235
1116,1993,3a gbh,25.872333,-80.701833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,529649.207,2857930.859,529863.6931,2861607.235
1844,1993,3a gbh,25.971,-80.701333,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,526731.5705,2875826.329,529936.8249,2872500.121
1507,1993,3a gbh,25.924167,-80.693,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,526054.4695,2866901.968,530725.0727,2867336.939
11,1993,3a gbh,25.769167,-80.686833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,565043.4793,2916935.185,531402.1176,2850158.26
1004,1993,3a gbh,25.851333,-80.684167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,524484.4622,2855769.304,531624.8174,2859297.315
2170,1993,3a gbh,26.053833,-80.669833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,567952.5249,2933100.674,533027.3819,2881687.321
1015,1993,3a GBH,25.854333,-80.640833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,528308.5402,2856435.876,535979.1761,2859670.855
1275,1993,3a GBH,25.896167,-80.610833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,533945.465,2861916.143,538981.2866,2864242.892
2715,1993,3a GBH,26.038333,-80.5795,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,523088.1557,2863251.084,542080.0125,2880018.053
188,1993,3a gbh,25.776,-80.554333,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,574340.7105,2927775.402,544685.8412,2850953.213
2388,1993,3a GBH,26.122167,-80.715167,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,572982.2709,2924749.389,528475.9462,2889244.34
1044,1993,3a gbh,25.863333,-80.706333,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,532907.2604,2856418.869,529480.8765,2860587.652
1044,1993,3a gbh,25.8635,-80.706167,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,532895.5651,2856446.525,529480.8765,2860587.652
861,1993,3a gbh,25.839167,-80.703833,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,531572.1755,2853809.389,529683.1536,2857942.502
2272,1993,3a GBH,26.100833,-80.699667,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,572262.9054,2925893.449,530056.6911,2886881.943
1494,1993,3a gbh,25.916667,-80.732833,,0,0,0,4,,0,,0,0,0,,0,0,,,,,,,,522141.3879,2866298.542,526773.8988,2866535.224
219,1993,3a se corner,25.781833,-80.668167,,27,0,0,0,,0,,0,0,0,,0,0,,,,,,,,527363.0447,2863696.723,533270.2891,2851565.491
2308,1993,3a unknown,26.114,-80.651833,,0,0,0,0,,1,,0,0,60,,0,0,,,,,,,,573425.7153,2928850.038,534804.7836,2888342.798
619,1993,3b deer island,25.815,-80.603667,,15,0,0,0,,2,,0,0,0,,0,0,,,,,,,,520419.9649,2850489.215,539798.445,2855264.597
889,1993,3b Gbh,25.84,-80.568667,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,523748.1437,2853722.889,543225.3625,2858035.963
615,1993,3b GBH,25.814,-80.533167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,518694.4993,2850357.095,546793.2076,2855168.791
1389,1993,3b Gbh,25.9065,-80.503,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,527504.6423,2863813.299,549800.8679,2865414.537
1269,1993,3b Gbh,25.894333,-80.513833,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,533938.9639,2861212.904,548674.8864,2864067.353
1021,1993,3b Gbh,25.865667,-80.506167,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,528679.9953,2856151.296,549483.2087,2860883.379
426,1993,3b mud canal e,25.797667,-80.5355,,0,0,0,0,,0,,0,0,60,,0,0,,,,,,,,526698.7993,2851041.936,546861.7646,2853228.674
427,1993,3b mud canal w,25.797667,-80.538333,,0,0,0,0,,0,,0,1,40,,0,0,,,,,,,,527490.0371,2866818.848,546281.729,2853358.199
1016,1993,3b west deer ge,25.853667,-80.554167,,10,0,0,4,,0,,0,0,0,,0,0,,,,,,,,529330.4545,2855845.638,544631.3875,2859618.764
968,1993,E of D/c,25.852333,-80.837833,,10,0,0,0,,0,,0,0,0,,0,0,,,,,,,,531309.7799,2855266.909,516249.0405,2859384.257
2687,1993,NESS CE,25.680333,-80.572,,30,0,0,0,,30,,0,0,30,,0,500,,,,,,,,539775.7602,2855441.112,542965.5305,2840339.248
3168,1993,NEWCOL2,26.458333,-80.241667,,0,100,0,5,,0,,0,0,0,,0,0,,,,,,,,528954.8044,2851178.803,575752.1013,2926675.736
1328,1993,Outer Trail,25.901667,-80.8195,,0,0,0,0,,15,,0,0,5,,0,0,,,,,,,,521912.8939,2863206.658,518079.0499,2864806.594
1024,1993,Unknown 3b,25.865667,-80.5055,,5,0,0,0,,0,,0,0,0,,0,0,,,,,,,,529133.0761,2855992.82,549544.9388,2860900.722
1639,1993,unknown 3b,25.940167,-80.4805,,35,0,0,0,,0,,0,0,0,,0,0,,,,,,,,519525.4285,2871032.435,552017.1,2869160.897
2191,1994,1999,26.071133,-80.8079,,0,0,0,0,,0,,0,15,10,,0,0,,,,,,,,569354.5685,2932408.532,519225.4326,2883571.456
2936,1994,94001,26.490556,-80.241667,,0,0,0,0,,0,,0,0,7,,0,0,,,,,,,,570299.6933,2934807.994,575575.5619,2930234.76
3311,1994,94002,26.480556,-80.247222,,3,1778,0,0,,12,,0,43,173,,0,215,,,,,,,,537088.6512,2866395.05,575028.4206,2929123.933
2879,1994,94003,26.52,-80.373056,,0,0,0,0,,0,,0,0,11,,0,0,,,,,,,,573721.196,2917609.644,562465.0421,2933425.232
3233,1994,94005,26.462889,-80.255278,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,518488.2701,2871726.733,574236.7995,2927162.517
3175,1994,94007,26.453889,-80.255833,,6,0,0,1,,0,,0,0,0,,0,0,,,,,,,,528808.6873,2856885.467,574210.8035,2926181.226
3134,1994,94009,26.450556,-80.276944,,10,0,0,0,,0,,0,1,55,,0,85,,,,,,,,549295.3591,2849044.542,572114.8732,2925827.434
3063,1994,94010,26.427222,-80.287222,,6,0,0,0,,0,,0,0,0,,0,0,,,,,,,,569834.9194,2916775.663,571074.2814,2923194.142
3188,1994,94011,26.459444,-80.288056,,2,0,0,0,,0,,0,0,0,,0,0,,,,,,,,549288.0923,2859923.313,570971.3686,2926762.452
3003,1994,94012,26.416889,-80.27,,3,0,0,3,,0,,0,0,0,,0,0,,,,,,,,522296.9948,2889538.607,572798.1085,2922059.328
2985,1994,94013,26.401556,-80.283889,,3,0,0,1,,0,,0,0,0,,0,0,,,,,,,,575731.0513,2926692.552,571422.4464,2920353.341
2984,1994,94014,26.408889,-80.274444,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,575731.0513,2926692.552,572359.9146,2921170.78
3007,1994,94015,26.4175,-80.260278,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,543626.8437,2853304.858,573751.3136,2922113.999
3180,1994,94017,26.454444,-80.265556,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,531543.2545,2857517.425,573217.5563,2926221.286
2893,1994,94018,26.505278,-80.3575,,0,0,0,0,,0,,0,0,28,,0,0,,,,,,,,575124.1002,2922232.661,564023.1525,2931802.352
3356,1994,94019,26.4925,-80.3875,,0,0,0,0,,0,,0,0,6,,0,0,,,,,,,,564387.5303,2927055.09,561040.4244,2930372.51
3097,1994,94020,26.437222,-80.371944,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,544178.2087,2892389.159,562620.6479,2924257.689
2615,1994,94021,26.376,-80.318056,,4,0,0,2,,0,21,0,0,0,,0,0,,,,,,,,532861.0862,2855522.069,568029.6208,2917504.412
2749,1994,94023,26.586667,-80.269167,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,535634.2368,2856119.532,572774.1459,2940863.88
2750,1994,94024,26.580444,-80.274167,,3,0,0,4,,0,,0,0,0,,0,0,,,,,,,,535876.8256,2855996.49,572280.1524,2940171.8
2945,1994,94025,26.486667,-80.268333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,519104.9117,2877914.563,572920.3893,2929788.612
2948,1994,94026,26.486667,-80.266944,,0,0,0,0,,0,,0,5,45,,0,0,,,,,,,,520604.2892,2883138.47,573058.8263,2929789.401
3185,1994,94027,26.456389,-80.281667,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,529658.8926,2858391.57,571610.1775,2926427.635
3088,1994,94028,26.437222,-80.285833,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,519600.2866,2863405.998,571233.1613,2924312.47
3064,1994,94029,26.433333,-80.285,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,569734.8521,2916830.499,571292.0943,2923872.198
3065,1994,94030,26.435,-80.285278,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,569801.2962,2916849.356,571263.3489,2924056.674
3192,1994,94031,26.451389,-80.294167,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,529657.3429,2860547.399,570367.0607,2925866.956
3058,1994,94032,26.433056,-80.293611,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,518508.752,2899350.042,570459.905,2923847.665
3060,1994,94033,26.431667,-80.293611,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,568635.3188,2902202.976,570434.4842,2923682.938
3268,1994,94034,26.472,-80.301111,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,547270.8762,2879322.374,569662.3587,2928145.963
3271,1994,94035,26.472444,-80.310833,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,552733.0312,2869588.251,568693.0178,2928189.906
3295,1994,94036,26.476889,-80.305556,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,566123.2764,2919397.611,569216.3604,2928685.047
3326,1994,94037,26.501111,-80.31,,10,0,0,0,,0,,0,0,0,,0,0,,,,,,,,574812.4921,2920083.99,568758.9959,2931365.395
3106,1994,94038,26.448889,-80.394167,,200,30,0,0,,0,,0,0,0,,0,0,,,,,,,,538045.5302,2870284.941,560398.7565,2925539.236
3193,1994,94040,26.456111,-80.294444,,0,0,0,0,,0,,0,4,0,,0,0,,,,,,,,529627.2806,2860549.103,570336.5756,2926389.793
3252,1994,94041,26.472444,-80.251944,,0,5,0,0,,0,,0,4,0,,0,0,,,,,,,,533267.6179,2882920.983,574562.9987,2928222.726
3234,1994,94042,26.466667,-80.256944,,0,2,0,0,,0,,0,5,5,,0,0,,,,,,,,523271.4103,2872884.213,574068.302,2927579.994
3318,1994,94043,26.476389,-80.269444,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,574555.6818,2919940.394,572816.1323,2928649.626
2920,1994,94044,26.509778,-80.2625,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,572107.5,2934893.718,573473.2781,2932435.037
2863,1994,94045,26.515556,-80.266389,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,573096.9136,2934652.011,573095.8596,2932989.373
3390,1994,94046,26.451556,-80.366944,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,520702.1877,2852752.427,563111.376,2925847.688
3353,1994,94047,26.499333,-80.387222,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,564513.3833,2926808.401,561361.6939,2930578.329
3386,1994,94048,26.430444,-80.356944,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,537164.1032,2853285.078,564120.0192,2923514.38
2987,1994,94049,26.402222,-80.350833,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,575731.0513,2926692.552,564745.1277,2920391.728
3031,1994,94050,26.419722,-80.343333,,0,0,0,2,,0,,0,0,4,,0,0,,,,,,,,551460.5805,2893210.374,565483.284,2922333.721
3092,1994,94051,26.437333,-80.359167,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,520756.072,2877821.065,563894.556,2924276.263
3277,1994,94053,26.47,-80.354722,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,568885.6493,2917047.44,564319.6056,2927896.509
3278,1994,94055,26.475556,-80.360833,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,568885.6493,2917047.44,563797.3634,2928451.601
3334,1994,94056,26.491778,-80.35,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,574869.6235,2920276.269,564778.0924,2930310.912
2889,1994,94057,26.511111,-80.360556,,0,0,0,0,,0,,0,0,5,,0,0,,,,,,,,574242.2822,2918367.573,563752.1311,2932466.617
2878,1994,94058,26.518056,-80.366111,,0,0,0,0,,0,,0,0,56,,0,0,,,,,,,,573558.3806,2917592.098,563158.082,2933213.322
3358,1994,94059,26.487778,-80.376944,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,564155.4416,2927495.739,562094.9743,2929854.584
3361,1994,94060,26.503333,-80.392222,,0,0,0,0,,0,,0,0,30,,0,0,,,,,,,,573488.3922,2925741.695,560564.1507,2931570.085
2853,1994,94061,26.522778,-80.253056,,0,0,0,0,,4,,0,9,44,,0,162,,,,,,,,530781.3523,2850446.5,575121.9659,2934161.306
2861,1994,94062,26.518,-80.257222,,0,0,0,0,,3,,0,0,43,,0,0,,,,,,,,574573.0598,2928395.128,574007.7092,2933265.318
3384,1994,94063,26.513333,-80.256389,,0,0,0,0,,0,,0,0,5,,0,0,,,,,,,,562591.2907,2927758.696,574694.6293,2932706.273
2871,1994,94064,26.518667,-80.325278,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,573972.0858,2917352.573,567226.2681,2933301.74
2875,1994,94065,26.515833,-80.347222,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,573987.5782,2917555.793,565041.405,2932976.547
2882,1994,94066,26.505778,-80.3825,,0,0,0,0,,0,,0,0,12,,0,0,,,,,,,,573484.5862,2917691.359,561531.6532,2931845.504
3378,1994,94067,26.513778,-80.380278,,0,0,0,0,,0,,0,0,25,,0,0,,,,,,,,562569.3069,2927708.415,561748.795,2932732.615
3353,1994,94068,26.498889,-80.386944,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,564297.5441,2926770.323,561361.6939,2930578.329
3214,1994,94069,26.464444,-80.378611,,0,0,0,0,,0,,0,1,17,,0,0,,,,,,,,524220.997,2863697.977,561941.33,2927269.423
3331,1994,94070,26.502667,-80.321667,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,574753.7735,2920181.449,567595.4273,2931531.536
3370,1994,94071,26.476667,-80.380556,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,546339.2737,2878222.633,561740.9198,2928622.244
3213,1994,94072,26.463333,-80.39,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,524567.3513,2864198.736,560806.6086,2927140.937
3200,1994,94073,26.455,-80.388611,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,524360.114,2861599.657,560949.4596,2926218.677
3201,1994,94074,26.456389,-80.3825,,0,0,0,0,,0,,0,1,8,,0,0,,,,,,,,525259.5411,2861049.411,561557.9417,2926375.426
3115,1994,94075,26.448333,-80.376111,,0,0,0,0,,0,,0,4,146,,0,0,,,,,,,,537896.9759,2869132.76,562215.1924,2925382.98
3195,1994,94076,26.454667,-80.368056,,0,0,0,0,,0,,0,1,29,,0,0,,,,,,,,529470.1646,2860598.585,562998.8215,2926191.701
3240,1994,94077,26.467778,-80.244444,,0,34,0,0,,0,,0,2,0,,0,40,,,,,,,,525879.975,2873261.985,575313.6303,2927710.308
3107,1994,94078,26.449444,-80.388889,,2,0,0,0,,0,,0,0,75,,0,0,,,,,,,,536262.9157,2869833.253,560924.6688,2925603.193
3285,1994,94079,26.471667,-80.3875,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,568701.3018,2917323.349,561051.4239,2928065.152
3051,1994,94080,26.426944,-80.314167,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,506907.4815,2839713.241,568387.5594,2923148.756
3030,1994,94081,26.423611,-80.308333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,551471.87,2893135.883,568971.2948,2922782.722
2889,1994,94082,26.510222,-80.360833,,0,0,0,0,,0,,0,0,4,,0,0,,,,,,,,574259.1076,2918321.594,563752.1311,2932466.617
3006,1994,94083,26.412889,-80.26,,0,0,0,0,,0,,0,1,0,,0,70,,,,,,,,547284.3933,2853317.455,573797.922,2921621.997
2629,1994,94086,26.378667,-80.275833,,0,0,0,0,,0,,0,0,0,,0,65,,,,,,,,516523.2773,2867407.002,572240.1924,2917822.759
2833,1994,94087,26.537556,-80.353889,,0,0,0,0,,0,,0,0,22,,0,0,,,,,,,,542579.3029,2871840.137,564364.9844,2935379.139
2835,1994,94088,26.531778,-80.367778,,0,0,0,0,,0,,0,0,16,,0,0,,,,,,,,542579.3029,2871840.137,562984.4954,2934732.295
3287,1994,94089,26.475556,-80.387222,,0,0,0,0,,0,,0,0,5,,0,0,,,,,,,,568452.7788,2917155.888,561077.0807,2928496.01
3028,1994,94090,26.421111,-80.263333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,529739.2452,2890594.516,573460.3117,2922530.725
2490,1994, ,26.14,-80.386667,,0,0,0,0,,0,,0,0,0,,0,0,15,,,,,,,547101.6872,2857680.14,561134.644,2891269.726
2525,1994,2a SE Mel,26.24,-80.31,,0,0,0,12,,0,,0,0,0,,0,15,,,,,,,,540277.1812,2849905.473,568631.8835,2902302.155
2525,1994,2A SE mel west,26.24,-80.313333,,0,0,0,3,,0,,0,0,3,,0,0,,,,,,,,553071.5368,2868408.273,568631.8835,2902302.155
2508,1994,2a-1,26.268333,-80.388333,,0,0,0,5,,0,,0,0,0,,0,0,,,,,,,,550725.2434,2853608.865,561075.1796,2905544.861
2530,1994,2a-10,26.251667,-80.326667,,0,0,0,1,,0,,0,0,17,,0,0,,,,,,,,548648.7301,2863924.394,567242.3163,2903729.623
2539,1994,2a-11,26.275,-80.315,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,549991.4597,2855896.714,568393.8018,2906319.922
2529,1994,2a-12,26.251667,-80.329167,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,549629.4535,2856286.609,566951.0522,2903728.112
2519,1994,"2a-13, SW mel",26.251667,-80.428333,,0,0,0,13,,0,,0,0,0,,0,0,,,,,,,,551125.5751,2853782.065,557114.481,2903616.316
2516,1994,2a-14,26.298333,-80.348333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,551125.5751,2853782.065,565052.5623,2908886.923
2543,1994,2a-15,26.31,-80.331667,,0,0,0,0,,0,,6,4,10,,0,0,,,,,,,,532522.4569,2856676.277,566709.6094,2910187.569
2537,1994,2a-16,26.293333,-80.335,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,547012.3105,2865860.146,566386.4107,2908339.935
2527,1994,2a-2,26.255,-80.33,,0,0,0,3,,0,,0,5,0,,0,0,,,,,,,,548756.7422,2864052.152,566907.5479,2904097.034
2536,1994,2a-4,26.295,-80.316667,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,545654.9602,2864974.928,568215.6561,2908534.1
2517,1994,2a-5,26.306667,-80.36,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,551125.5751,2853782.065,563883.3071,2909804.118
2540,1994,2a-7,26.27,-80.31,,0,0,0,4,,0,,0,0,0,,0,0,,,,,,,,548109.2819,2856666.698,568812.6194,2905796.055
2511,1994,2a-8,26.276667,-80.348333,,0,0,0,3,,0,,0,0,0,,0,0,,,,,,,,551125.5751,2853782.065,565064.6498,2906487.359
2535,1994,2a-platform,26.283333,-80.315,,0,0,0,4,,0,,0,0,0,,0,0,,,,,,,,548658.0776,2864105.277,568388.9164,2907242.825
2489,1994,2b south end,26.146667,-80.378333,,26,0,0,0,,2,,0,5,0,,0,260,,,,,,,,546797.2309,2858749.516,561972.6344,2891909.069
2474,1994,2b willow/mel,26.175,-80.34,,47,0,0,1,,0,,0,0,0,,0,0,,,,,,,,529440.1022,2860600.4,565953.9871,2895231.787
1958,1994,3A BCNH,25.9992,-80.7005,,0,0,0,0,,0,,25,0,0,,0,0,,,,,,,,538555.2692,2883038.869,530029.1307,2875627.867
219,1994,3a se corner,25.781833,-80.668167,,0,0,0,0,,0,,0,15,0,,0,0,,,,,,,,526457.0783,2866692.36,533270.2891,2851565.491
2205,1994,3a unknown 10,26.06875,-80.645817,,0,0,0,1,,0,,15,0,0,,0,0,,,,,,,,567174.8186,2919552.585,535425.2907,2883345.62
2307,1994,3a unknown 12,26.116583,-80.660017,,5,0,0,0,,0,,5,4,25,,0,0,,,,,,,,561762.9109,2929353.35,534145.4179,2888467.922
1540,1994,3a unknown 9,25.927167,-80.686767,,3,0,0,2,,0,10,0,0,0,,0,0,,,,,,,,531264.9182,2867810.372,531373.7351,2867657.417
2449,1994,3an-23,26.181667,-80.483333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,532494.3657,2855183.063,551481.6733,2893657.595
2452,1994,3aN-24,26.171667,-80.548333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,531523.2155,2857515.494,545136.1684,2894773.568
887,1994,3b 11,25.840667,-80.570833,,6,0,0,0,,0,,0,0,0,,0,0,,,,,,,,524053.5516,2852975.937,543008.0565,2858109.118
619,1994,3b 4,25.815,-80.603667,,11,0,0,0,,0,,0,0,0,,0,0,,,,,,,,520379.8427,2850498.345,539798.445,2855264.597
2688,1994,3b 6,25.682833,-80.6,,27,0,0,0,,0,,0,0,0,,0,0,,,,,,,,547752.1542,2858856.38,540138.1537,2840621.089
1021,1994,3b 9,25.865367,-80.505967,,15,0,0,2,,0,,0,0,0,,0,0,,,,,,,,528721.7396,2856174.643,549483.2087,2860883.379
422,1994,3B Mud East,25.797067,-80.490717,,18,0,0,0,,0,,5,0,0,,0,0,,,,,,,,523834.4549,2868600.21,550982.41,2853600.744
1643,1994,3b nw 27 corner,25.941667,-80.481667,,4,0,0,1,,0,,0,0,0,,0,0,,,,,,,,521797.8282,2870363.028,551899.5899,2869326.552
741,1994,3b-26,25.821667,-80.643333,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,524765.8588,2851844.036,535748.3365,2856012.808
749,1994,3b-27,25.825,-80.64,,0,0,0,4,,0,,0,0,0,,0,0,,,,,,,,524870.7844,2852028.729,536078.6392,2856417.588
746,1994,3b-28,25.823333,-80.64,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,524830.011,2852011.708,536081.8261,2856168.701
1771,1994,3b-30,25.963333,-80.481667,,0,0,0,1,,0,,0,0,0,,0,0,,,,,,,,528858.1523,2873137.199,551890.0903,2871725.97
1388,1994,3b-31,25.903333,-80.503333,,0,0,0,2,,0,,0,0,0,,0,0,,,,,,,,527504.3441,2863812.191,549746.2723,2865072.844
