,prediction_id,truth_id,IoU,match
67,67,0,0.0,False
58,58,1,0.0,False
17,17,2,0.0,False
96,96,3,0.0,False
122,122,4,0.0,False
141,141,5,0.0,False
136,136,6,0.0,False
156,156,7,0.0,False
171,171,8,0.0,False
188,188,9,0.0,False
190,190,10,0.0,False
212,212,11,0.0,False
215,215,12,0.0,False
218,218,13,0.0,False
219,219,14,0.0,False
225,225,15,0.0,False
232,232,16,0.0,False
236,236,17,0.0,False
237,237,18,0.0,False
250,250,19,0.0,False
263,263,20,0.0,False
268,268,21,0.0,False
273,273,22,0.0,False
243,243,23,0.0,False
282,282,24,0.0,False
284,284,25,0.0,False
286,286,26,0.0,False
293,293,27,0.0,False
294,294,28,0.0,False
298,298,29,0.0,False
309,309,30,0.0,False
316,316,31,0.0,False
326,326,32,0.0,False
344,344,33,0.0,False
349,349,34,0.0,False
352,352,35,0.0,False
353,353,36,0.0,False
356,356,37,0.0,False
357,357,38,0.0,False
362,362,39,0.0,False
363,363,40,0.0,False
366,366,41,0.0,False
374,374,42,0.0,False
377,377,43,0.0,False
381,381,44,0.0,False
382,382,45,0.0,False
328,328,46,0.0,False
390,390,47,0.0,False
391,391,48,0.0,False
42,42,49,0.0,False
394,394,50,0.0,False
404,404,51,0.0,False
411,411,52,0.0,False
429,429,53,0.0,False
145,145,54,0.0,False
436,436,55,0.0,False
427,427,56,0.0,False
467,467,57,0.0,False
470,470,58,0.0,False
485,485,59,0.0,False
489,489,60,0.0,False
364,364,61,0.0,False
495,495,62,0.0,False
504,504,63,0.0,False
505,505,64,0.0,False
508,508,65,0.0,False
510,510,66,0.0,False
516,516,67,0.0,False
522,522,68,0.0,False
533,533,69,0.0,False
540,540,70,0.0,False
547,547,71,0.0,False
549,549,72,0.0,False
550,550,73,0.0,False
551,551,74,0.0,False
552,552,75,0.0,False
567,567,76,0.0,False
569,569,77,0.0,False
577,577,78,0.0,False
594,594,79,0.0,False
596,596,80,0.0,False
606,606,81,0.0,False
608,608,82,0.0,False
370,370,83,0.0,False
621,621,84,0.0,False
627,627,85,0.0,False
629,629,86,0.0,False
630,630,87,0.0,False
634,634,88,0.0,False
640,640,89,0.0,False
641,641,90,0.0,False
651,651,91,0.0,False
652,652,92,0.0,False
653,653,93,0.0,False
656,656,94,0.0,False
657,657,95,0.0,False
16,16,96,0.0,False
660,660,97,0.0,False
675,675,98,0.0,False
678,678,99,0.0,False
681,681,100,0.0,False
683,683,101,0.0,False
688,688,102,0.0,False
689,689,103,0.0,False
692,692,104,0.0,False
696,696,105,0.0,False
697,697,106,0.0,False
699,699,107,0.0,False
616,616,108,0.0,False
703,703,109,0.0,False
707,707,110,0.0,False
714,714,111,0.0,False
715,715,112,0.0,False
717,717,113,0.0,False
731,731,114,0.0,False
481,481,115,0.0,False
736,736,116,0.0,False
737,737,117,0.0,False
745,745,118,0.0,False
747,747,119,0.0,False
751,751,120,0.0,False
754,754,121,0.0,False
758,758,122,0.0,False
588,588,123,0.0,False
762,762,124,0.0,False
763,763,125,0.0,False
764,764,126,0.0,False
766,766,127,0.0,False
767,767,128,0.0,False
774,774,129,0.0,False
778,778,130,0.0,False
780,780,131,0.0,False
781,781,132,0.0,False
738,738,133,0.0,False
784,784,134,0.0,False
787,787,135,0.0,False
789,789,136,0.0,False
672,672,137,0.0,False
793,793,138,0.0,False
794,794,139,0.0,False
318,318,140,0.0,False
803,803,141,0.0,False
808,808,142,0.0,False
811,811,143,0.0,False
560,560,144,0.0,False
824,824,145,0.0,False
825,825,146,0.0,False
829,829,147,0.0,False
832,832,148,0.0,False
835,835,149,0.0,False
482,482,150,0.0,False
839,839,151,0.0,False
841,841,152,0.0,False
844,844,153,0.0,False
852,852,154,0.0,False
859,859,155,0.0,False
700,700,156,0.0,False
861,861,157,0.0,False
864,864,158,0.0,False
142,142,159,0.0,False
866,866,160,0.0,False
573,573,161,0.0,False
875,875,162,0.0,False
877,877,163,0.0,False
883,883,164,0.0,False
885,885,165,0.0,False
891,891,166,0.0,False
893,893,167,0.0,False
906,906,168,0.0,False
908,908,169,0.0,False
911,911,170,0.0,False
912,912,171,0.0,False
920,920,172,0.0,False
509,509,173,0.0,False
783,783,174,0.0,False
931,931,175,0.0,False
932,932,176,0.0,False
934,934,177,0.0,False
2626,2626,178,0.534030570493927,True
943,943,179,0.0,False
944,944,180,0.0,False
945,945,181,0.0,False
950,950,182,0.0,False
