subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at
43846397,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545968.2665003733,2889198.6283128075,545984.1329966196,2889214.484238437],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":402}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/85ebedd6-e6ef-4d4a-af28-407f8b7b2cd1.png""}",0,,,2020-04-23 14:49:55 UTC,2020-04-23 14:49:55 UTC
43846401,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2888897.3657258525,545888.9868722273,2888913.221651482],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":403}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a641a2ba-4b9f-4a74-9104-ded0816db68b.png""}",0,,,2020-04-23 14:49:56 UTC,2020-04-23 14:49:56 UTC
43846403,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546079.2579797776,2888929.077577111,546095.1139054068,2888944.93350274],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":404}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/47731000-7f3d-42a2-a462-dd570c20e645.png""}",0,,,2020-04-23 14:49:56 UTC,2020-04-23 14:49:56 UTC
43846407,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889341.33164347,545809.7072440813,2889357.1875690995],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":405}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c11cb5d1-a526-42b8-aafd-397657e8526f.png""}",0,,,2020-04-23 14:49:57 UTC,2020-04-23 14:49:57 UTC
43846409,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889246.1960896947,545809.7072440813,2889262.052015324],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":406}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/84dbe357-b3a9-4992-9fee-aac2709c55df.png""}",0,,,2020-04-23 14:49:58 UTC,2020-04-23 14:49:58 UTC
43846412,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546063.4020541485,2889230.340164066,546079.2579797776,2889246.196089695],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":407}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/49ad7acb-ae72-4341-a029-184cce5ca0f8.png""}",0,,,2020-04-23 14:49:58 UTC,2020-04-23 14:49:58 UTC
43846414,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889071.780907774,545809.7072440813,2889087.6368334033],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":408}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1a084ae9-1328-48b2-94cb-384b9657dd9e.png""}",0,,,2020-04-23 14:49:59 UTC,2020-04-23 14:49:59 UTC
43846417,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546031.6902028901,2889325.4757178407,546047.5461285192,2889341.33164347],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":409}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/65e4a4ce-7fdf-4cc5-9c69-7edabfdfa433.png""}",0,,,2020-04-23 14:49:59 UTC,2020-04-23 14:49:59 UTC
43846420,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545841.4190953397,2889388.899420358,545857.2750209689,2889404.755345987],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":410}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4d024841-b995-4f18-b771-d3fd90536cf8.png""}",0,,,2020-04-23 14:50:00 UTC,2020-04-23 14:50:00 UTC
43846427,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545682.8598390478,2889071.780907774,545698.7157646769,2889087.6368334033],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":411}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/605fedd7-39f2-473b-b86f-50c4b8f5a3c1.png""}",0,,,2020-04-23 14:50:02 UTC,2020-04-23 14:50:02 UTC
43846430,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545999.9783516317,2889214.4842384364,546015.8342772608,2889230.340164066],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":412}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/60e1b23a-ad05-4895-afb0-858e85cc746f.png""}",0,,,2020-04-23 14:50:04 UTC,2020-04-23 14:50:04 UTC
43846431,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545888.9868722273,2889452.3231228744,545904.8533684736,2889468.1790485037],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":413}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/15644e3c-187d-4cea-8f83-25c8c011b449.png""}",0,,,2020-04-23 14:50:04 UTC,2020-04-23 14:50:04 UTC
43846433,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889309.619792212,545809.7072440813,2889325.475717841],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":414}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c7cc2e5a-5631-4ebe-9efb-8e68443b5c2f.png""}",0,,,2020-04-23 14:50:05 UTC,2020-04-23 14:50:05 UTC
43846435,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545714.5716903062,2889420.611271616,545730.4276159353,2889436.4671972455],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":415}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bc5bb688-c2e7-4ebd-a536-c85455ddb687.png""}",0,,,2020-04-23 14:50:05 UTC,2020-04-23 14:50:05 UTC
43846438,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545777.9953928229,2888976.6453539985,545793.8618890692,2888992.501279628],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":416}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8da22613-1c8e-4a5f-a99e-70c97cc6aa83.png""}",0,,,2020-04-23 14:50:06 UTC,2020-04-23 14:50:06 UTC
43846440,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545682.8598390478,2889103.492759032,545698.7157646769,2889119.3486846616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":417}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2107c7a9-8114-41f8-bbe3-a6f5c2a87ff2.png""}",0,,,2020-04-23 14:50:06 UTC,2020-04-23 14:50:06 UTC
43846443,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545825.5631697105,2888881.5098002236,545841.4190953396,2888897.365725853],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":418}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/11939259-4e6d-4449-8996-73081b345323.png""}",0,,,2020-04-23 14:50:07 UTC,2020-04-23 14:50:07 UTC
43846446,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2889135.2046102905,545888.9868722273,2889151.06053592],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":419}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4fe6dcf7-c1b8-46d5-8476-234889f92ee3.png""}",0,,,2020-04-23 14:50:08 UTC,2020-04-23 14:50:08 UTC
43846448,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889293.7638665824,545809.7072440813,2889309.619792212],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":420}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2bcdfe7f-2751-48fd-a2f8-c6f68844c7bf.png""}",0,,,2020-04-23 14:50:08 UTC,2020-04-23 14:50:08 UTC
43846451,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545777.9953928229,2889436.4671972455,545793.8618890692,2889452.323122875],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":421}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b6236176-a2e5-4318-8c73-408fab7583c6.png""}",0,,,2020-04-23 14:50:09 UTC,2020-04-23 14:50:09 UTC
43846454,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545667.0039134185,2889119.3486846616,545682.8598390477,2889135.204610291],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":422}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a2ec4c33-b599-4665-b935-69c7f647fd6c.png""}",0,,,2020-04-23 14:50:10 UTC,2020-04-23 14:50:10 UTC
43846457,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545714.5716903062,2889404.7553459867,545730.4276159353,2889420.611271616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":423}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c21615f9-dba3-46a9-bf10-e32c422d3da8.png""}",0,,,2020-04-23 14:50:10 UTC,2020-04-23 14:50:10 UTC
43846460,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545984.1224260025,2889388.899420358,545999.9783516317,2889404.755345987],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":424}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/811699a6-fd54-4490-9fb3-55a744c265ad.png""}",0,,,2020-04-23 14:50:11 UTC,2020-04-23 14:50:11 UTC
43846462,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545920.6987234857,2889246.1960896947,545936.5546491148,2889262.052015324],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":425}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/75e7dd45-fa2f-4b71-a387-e0210e5aa5ac.png""}",0,,,2020-04-23 14:50:12 UTC,2020-04-23 14:50:12 UTC
43846465,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546110.969831036,2888992.501279628,546126.8257566652,2889008.3572052573],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":426}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/727faa6a-cec3-4a75-9747-ab3d67400911.png""}",0,,,2020-04-23 14:50:12 UTC,2020-04-23 14:50:12 UTC
43846467,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545888.9868722273,2889151.06053592,545904.8533684736,2889166.9164615492],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":427}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a54fca8e-ddf4-4a48-816b-40e26b26ef49.png""}",0,,,2020-04-23 14:50:13 UTC,2020-04-23 14:50:13 UTC
43846469,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545746.2835415645,2889262.052015324,545762.1394671936,2889277.9079409535],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":428}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/613ab2db-53b1-4cbb-870b-54e7edac555f.png""}",0,,,2020-04-23 14:50:13 UTC,2020-04-23 14:50:13 UTC
43846472,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545936.5546491148,2888881.5098002236,545952.410574744,2888897.365725853],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":429}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b87eeb4c-3c4f-49c3-b93a-0b177f016c9c.png""}",0,,,2020-04-23 14:50:14 UTC,2020-04-23 14:50:14 UTC
43846474,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545968.2665003733,2889404.7553459867,545984.1329966196,2889420.611271616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":430}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3b029735-6c60-4692-9897-d06b03c89f03.png""}",0,,,2020-04-23 14:50:15 UTC,2020-04-23 14:50:15 UTC
43846477,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545809.7072440813,2889325.4757178407,545825.5631697105,2889341.33164347],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":431}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/934548e0-9685-4bf0-91a3-a71912a98fb0.png""}",0,,,2020-04-23 14:50:15 UTC,2020-04-23 14:50:15 UTC
43846480,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545936.5546491148,2889055.9249821445,545952.410574744,2889071.780907774],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":432}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ee8a887a-53f8-43af-8a05-de45363879ab.png""}",0,,,2020-04-23 14:50:16 UTC,2020-04-23 14:50:16 UTC
43846482,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545762.1394671937,2889166.916461549,545777.9953928229,2889182.772387178],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":433}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/56f40f28-af61-48bb-a536-c94703cd6f67.png""}",0,,,2020-04-23 14:50:17 UTC,2020-04-23 14:50:17 UTC
43846485,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545809.7072440813,2888944.93350274,545825.5631697105,2888960.7894283696],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":434}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9cb98ed6-8eed-4549-bdfd-6193085d20ce.png""}",0,,,2020-04-23 14:50:17 UTC,2020-04-23 14:50:17 UTC
43846488,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545984.1224260025,2889341.33164347,545999.9783516317,2889357.1875690995],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":435}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3e074274-fd57-4fbd-8755-3c46ac46afa4.png""}",0,,,2020-04-23 14:50:18 UTC,2020-04-23 14:50:18 UTC
43846491,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545904.8427978565,2889135.2046102905,545920.6987234857,2889151.06053592],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":436}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3309ec2c-ed56-46e8-80b6-72a162e0b4bd.png""}",0,,,2020-04-23 14:50:18 UTC,2020-04-23 14:50:18 UTC
43846494,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545968.2665003733,2889357.1875690995,545984.1329966196,2889373.043494729],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":437}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/08f6c566-9b6d-4bec-a3ff-c1a10fcb12a4.png""}",0,,,2020-04-23 14:50:19 UTC,2020-04-23 14:50:19 UTC
43846496,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545777.9953928229,2889024.213130886,545793.8618890692,2889040.0690565156],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":438}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8923346c-6ab9-460b-8533-2310dfd65022.png""}",0,,,2020-04-23 14:50:20 UTC,2020-04-23 14:50:20 UTC
43846499,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545904.8427978565,2888913.221651482,545920.6987234857,2888929.0775771113],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":439}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/722e93c4-a93c-4b93-a806-ddf7438387fc.png""}",0,,,2020-04-23 14:50:20 UTC,2020-04-23 14:50:20 UTC
43846501,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546079.2579797776,2889246.1960896947,546095.1139054068,2889262.052015324],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":440}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/766ad147-454e-4585-815c-5f7040a1a86a.png""}",0,,,2020-04-23 14:50:21 UTC,2020-04-23 14:50:21 UTC
43846504,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546063.4020541485,2889103.492759032,546079.2579797776,2889119.3486846616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":441}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/339310db-a383-49cd-8443-61c150f39437.png""}",0,,,2020-04-23 14:50:21 UTC,2020-04-23 14:50:21 UTC
43846507,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545809.7072440813,2889151.06053592,545825.5631697105,2889166.9164615492],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":442}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/41682b30-fdfe-4c5f-af7b-e5b3bcbeb128.png""}",0,,,2020-04-23 14:50:22 UTC,2020-04-23 14:50:22 UTC
43846509,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545904.8427978565,2889531.6027510203,545920.6987234857,2889547.4586766497],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":443}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0255f77e-9cbb-4da4-8fc7-072a8519a57e.png""}",0,,,2020-04-23 14:50:23 UTC,2020-04-23 14:50:23 UTC
43846511,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2889008.357205257,545888.9868722273,2889024.213130886],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":444}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/57830185-0187-4138-9958-5f69d2501997.png""}",0,,,2020-04-23 14:50:23 UTC,2020-04-23 14:50:23 UTC
43846515,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545841.4190953397,2889531.6027510203,545857.2750209689,2889547.4586766497],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":445}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0bff2a98-12a7-4274-887f-e5fac5c14b8f.png""}",0,,,2020-04-23 14:50:24 UTC,2020-04-23 14:50:24 UTC
43846518,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545667.0039134185,2889103.492759032,545682.8598390477,2889119.3486846616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":446}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/50b2c23c-0124-4e02-88f4-703e7a942854.png""}",0,,,2020-04-23 14:50:24 UTC,2020-04-23 14:50:24 UTC
43846520,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545904.8427978565,2889341.33164347,545920.6987234857,2889357.1875690995],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":447}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f8e9ca49-8c76-4a03-a181-25d953aeae3a.png""}",0,,,2020-04-23 14:50:25 UTC,2020-04-23 14:50:25 UTC
43846523,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546079.2579797776,2889103.492759032,546095.1139054068,2889119.3486846616],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":448}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7d744ba9-3aae-423d-9d30-af8f4448d586.png""}",0,,,2020-04-23 14:50:25 UTC,2020-04-23 14:50:25 UTC
43846526,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546047.5461285192,2889182.772387178,546063.4126247655,2889198.6283128075],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":449}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c0575e88-30aa-43d7-9136-e965c2df1c7b.png""}",0,,,2020-04-23 14:50:26 UTC,2020-04-23 14:50:26 UTC
43846530,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545746.2835415645,2889055.9249821445,545762.1394671936,2889071.780907774],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":450}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3c6179ad-2091-4edb-aabe-2049c63aa890.png""}",0,,,2020-04-23 14:50:27 UTC,2020-04-23 14:50:27 UTC
43846532,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545825.5631697105,2889246.1960896947,545841.4190953396,2889262.052015324],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":451}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1b0f0b4e-b7ab-4196-8242-a2d1121f5251.png""}",0,,,2020-04-23 14:50:28 UTC,2020-04-23 14:50:28 UTC
43846535,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2889468.1790485037,545888.9868722273,2889484.034974133],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":452}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2b53c2a1-8a49-4bf6-ae46-464b8a53261e.png""}",0,,,2020-04-23 14:50:28 UTC,2020-04-23 14:50:28 UTC
43846537,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545888.9868722273,2888976.6453539985,545904.8533684736,2888992.501279628],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":453}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ae6abd8a-d1b5-4a51-990a-57ad1da21d57.png""}",0,,,2020-04-23 14:50:29 UTC,2020-04-23 14:50:29 UTC
43846541,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545984.1224260025,2889262.052015324,545999.9783516317,2889277.9079409535],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":454}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0e53bf25-0c46-42c3-9323-1eace6bb6754.png""}",0,,,2020-04-23 14:50:29 UTC,2020-04-23 14:50:29 UTC
43846543,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2889357.1875690995,545888.9868722273,2889373.043494729],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":455}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bb6b801a-733e-46c3-a663-7f985cc942f1.png""}",0,,,2020-04-23 14:50:30 UTC,2020-04-23 14:50:30 UTC
43846546,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545968.2665003733,2889341.33164347,545984.1329966196,2889357.1875690995],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":456}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/82625c51-5013-414e-99cf-8d029288d590.png""}",0,,,2020-04-23 14:50:30 UTC,2020-04-23 14:50:30 UTC
43846548,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545857.2750209689,2889135.2046102905,545873.1415172152,2889151.06053592],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":457}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/bdbd251b-832e-4b9d-a4ce-153199d3b527.png""}",0,,,2020-04-23 14:50:31 UTC,2020-04-23 14:50:31 UTC
43846551,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545793.8513184522,2889436.4671972455,545809.7072440813,2889452.323122875],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":458}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/01060c85-30d9-454f-8be6-eb55e4793ce1.png""}",0,,,2020-04-23 14:50:32 UTC,2020-04-23 14:50:32 UTC
43846553,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546015.8342772608,2888960.7894283696,546031.69020289,2888976.645353999],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":459}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3633a533-3e45-40fc-b241-a0c3b0c3d273.png""}",0,,,2020-04-23 14:50:32 UTC,2020-04-23 14:50:32 UTC
43846556,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546142.6816822945,2888897.3657258525,546158.5376079236,2888913.221651482],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":460}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/505db025-32a6-4d37-bbd6-ab07ce061b3b.png""}",0,,,2020-04-23 14:50:33 UTC,2020-04-23 14:50:33 UTC
43846558,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546031.6902028901,2889024.213130886,546047.5461285192,2889040.0690565156],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":461}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e72f33ff-f1a5-4bb5-bcce-d2161a6471dd.png""}",0,,,2020-04-23 14:50:34 UTC,2020-04-23 14:50:34 UTC
43846561,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545857.2750209689,2889579.170527908,545873.1415172152,2889595.0264535374],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":462}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/73b66360-d9ee-48df-ac98-63eb8027eb82.png""}",0,,,2020-04-23 14:50:34 UTC,2020-04-23 14:50:34 UTC
43846564,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[546158.5376079236,2888929.077577111,546174.3935335528,2888944.93350274],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":463}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1bd94343-21e6-48b3-8b8a-a60edf5b2b50.png""}",0,,,2020-04-23 14:50:35 UTC,2020-04-23 14:50:35 UTC
43846566,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545841.4190953397,2889293.7638665824,545857.2750209689,2889309.619792212],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":464}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2c04d673-6c6d-4e19-bdd1-9f3ad1c9387a.png""}",0,,,2020-04-23 14:50:35 UTC,2020-04-23 14:50:35 UTC
43846570,10951,13683,83084,"{""crs"":32617,""site"":""6thBridge_03112020"",""bounds"":[545873.1309465981,2888865.6538745943,545888.9868722273,2888881.5098002236],""resolution"":[0.010570617086130553,0.010570617086130553],""subject_reference"":465}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2b7bdb27-8377-4645-b16f-71e066c47895.png""}",0,,,2020-04-23 14:50:36 UTC,2020-04-23 14:50:36 UTC
